ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,Wells Fargo Advisors,,,600 W Broadway # 1450,San Diego,CA,92101,Core-Columbia,(619) 702-5656,Wellsfargoadvisors.Com,,,"A Heritage of Client Service and Unparalleled Financial Investment Capabilities. Wells Fargo Advisors is one of the nation's premier financial services firms, serving and advising clients nationwide through more than 15,000 Financial Advisors. As the heir to some of America's most respected regional and national investment firms, Wells Fargo Advisors has retained a strong and abiding commitment to exceptional services based on trust and knowledge and a determination to put client needs above all else. Our Financial Advisors work with clients to understand their needs and life goals and then help them develop individual investment plans and investment portfolios that are easy to understand and monitor. What's more, as part of Wells Fargo & Company, Wells Fargo Advisors has the ability to draw on extensive experience and products across our company to satisfy our clients' investment needs and help them succeed financially. An active and engaged corporate citizen, Wells Fargo Advisors strives to always make our communities stronger and better. Our firm partners with team members and organizations across the country to promote the long-term economic prosperity and quality of life for everyone in our communities through philanthropy and volunteer activities.A Non-Bank Affiliate of Wells Fargo & Company.Wells Fargo Advisors is a non-bank affiliate of Wells Fargo & Company, one of the nation's largest and most respected financial institutions. In business since 1852 and named on Fortune magazine's 'World's Most Admired Companies' list for 2009, 2010, 2011, 2012, 2013 and 2014, Wells Fargo is known and respected for its responsible stewardship of its clients' assets.",628203,Financial Advisory Services,523930,Investment Advice,50,"$16,496,000 ",,,
,Dunham & Assoc,,,10251 Vista Sorrento Pky # 200,San Diego,CA,92121,Sorrento Valley,(858) 964-0500,Dunham.Com,,,"Founded in 1985, Dunham & Associates Investment Counsel is a private wealth management firm. It provides access to performance-based mutual funds. The company offers portfolio construction and management services. It provides online wealth management tools and customizable sales and marketing materials. Dunham & Associates Investment Counsel also offers ongoing portfolio review and rebalancing and due diligence services. The company additionally provides access to institutional money management and personalized asset allocation strategies. Its affiliate, Dunham Trust Company, offers traditional trust services, including asset protection, administration, probate services, succession planning and charitable giving. Dunham & Associates Investment Counsel is located in San Diego.",628205,Financial Planning Consultants,523930,Investment Advice,50,"$16,496,000 ",,,
,Tang Advisors LLC,,,4747 Executive Dr # 510,San Diego,CA,92121,University City,(858) 200-3831,Avicedapharmaceuticals.Com,,,,628204,Financing Consultants,523930,Investment Advice,50,"$110,000 ",,,
,Tang Advisors LLC,,,4747 Executive Dr # 510,San Diego,CA,92121,University City,(858) 200-3831,Avicedapharmaceuticals.Com,,,,628204,Financing Consultants,523930,Investment Advice,50,"$110,000 ",,,
,B & M Noble Co,,,8480 Miralani Dr,San Diego,CA,92126,Miramar,(619) 793-5899,Eurotimberdesign.Com,,,,175203,Floor Laying Refinishing & Resurfacing,238330,Flooring Contractors,50,"$7,201,000 ",,,
,Paige Floor Coverings,,,3191 Commercial St # B,San Diego,CA,92113,Logan Heights,(619) 233-5912,Paigefc.Com,,,"Paige Floor Covering Specialists is an independent flooring contractor and installer that has been serving the maritime industry in California for more than 20 years. It offers a range of products that includes nonslip surfaces, epoxy coatings, resurfacing systems, and ceramic and porcelain tiles. The company also provides various flooring options, such as laminate wood, rubber, vinyl, quartz, cork and terrazzo flooring materials. In addition, Paige Floor Covering Specialists offers removal, replacement and installation services for tiles, carpets, linoleum and other floor coverings. It also provides on-site consultation services, as well as cost estimates for flooring projects. The company offers products from various manufacturers, including Armstrong, Epmar Corporation and Dex-O-Tex. Paige Floor Covering Specialists are located in San Diego.",175203,Floor Laying Refinishing & Resurfacing,238330,Flooring Contractors,50,"$7,201,000 ",,,
,Sid's Carpet Barn,,,132 W 8th St,National City,CA,91950,National City,(619) 477-7000,Sidscarpet.Com,,,"Sid's Carpet Barn is a locally owned company that provides a range of hard surface flooring services. Founded in 1950, it serves clients throughout Southern California. The company also offers vinyl, wooden, marble, granite and ceramic tile flooring products and solutions. Sid's Carpet Barn maintains more than 1,000,000 square feet of space. In addition, it has a selection of remnants and provides installation services.",571306,Floor Materials,442210,Floor Covering Stores,50,"$16,261,000 ",,,
,Holiday Foliage Inc,,,2592 Otay Center Dr,San Diego,CA,92154,Otay Mesa,(619) 661-9094,Holidayfoliage.Com,,,,519307,Flowers/Plants-Preserved Silk Dried-Whls,424930,"Flower, Nursery Stock/Florists Supls Mrchnt Whlsrs",50,"$30,161,000 ",,,
,Sundance Natural Foods Co,,,2231 Willowbrook Dr,Oceanside,CA,92056,Guajome,(760) 945-9898,Sundancenaturalfoodscompany.Com,,,"Sundance Natural Foods Company is one of the leading growers, packers and shippers of certified organic citrus fruits and avocados. The company is certified by the Guaranteed Organic Certification Agency. Sundance Natural Foods offers a wide range of products, such as navel oranges, blood oranges, lemons, Meyer lemons, grapefruits, limes, tangelos and exotic fruits. The company provides a variety of services that include farm management, pest management consulting and leasing services. It is a member of the California Citrus Growers Association and the California and Arizona Lemon Growers Association. In addition, the company has a Web site that provides product-related information to its customers. Sundance Natural Foods Company, established in 1971, is located in Oceanside, Calif.",514805,Fruits & Vegetables-Growers & Shippers,424480,Fresh Fruit & Vegetable Merchant Wholesalers,50,"$71,749,000 ",,,
,Moceri Produce,,,8597 Spectrum Ln,San Diego,CA,92121,Sorrento Valley,(858) 550-0142,Moceriproduce.Com,,,"Moceri Produce is a fruits and vegetables selling company that works to meet the customized needs of residential and commercial clients. With experience of more than 100 years, it offers fresh produce handling and transportation services through its fleet of refrigerated trucks and handling equipment. The company has various tools necessary to handle various fresh produce. Moceri Produce is located in San Diego.",514801,Fruits & Vegetables-Wholesale,424480,Fresh Fruit & Vegetable Merchant Wholesalers,50,"$71,749,000 ",,,
,Media All Stars,,,8525 Gibbs Dr # 206,San Diego,CA,92123,Kearny Mesa,(858) 300-9600,Mediaallstars.Com,,,,839907,Fund Raising Counselors & Organizations,813219,Other Grantmaking & Giving Services,50,$0 ,,,
,Crawford & Co,,,13370 Kirkham Way,Poway,CA,92064,,(858) 513-6584,Crawford-Co.Com,,,"Founded in 1992, Furniture Resources is an authorized dealership of Allsteel office furniture and furnishings. The dealership provides the Align, Terrace and Concensys line of office systems from Allsteel. Its products are used for private offices, freestanding space and workstation clusters. The dealership features executive, task, ergonomic, guest and multipurpose seating products. It also maintains an inventory of storage systems, tables and lighting accessories. Furniture Resources also features products from Agati, APCO, Gunlocke, Designtex, Bernhardt Design, E S Robbins and Carolina Furniture. Additionally, it provides reconfiguration, project management, and rental and leasing services, as well as buyback programs. Furniture Resources is located in Poway, Calif.",571216,Furniture-Dealers-Retail,442110,Furniture Stores,50,"$13,110,000 ",,,
,MOR Furniture For Less Inc,,,8996 Miramar Rd # 300,San Diego,CA,92126,Miramar,(858) 547-1616,Morfurniture.Com,,,,571216,Furniture-Dealers-Retail,442110,Furniture Stores,50,$0 ,,,
,Basile Construction Inc,,,7952 Armour St,San Diego,CA,92111,Kearny Mesa,(858) 278-2739,Basile-Dig.Com,,,,152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),50,"$16,647,000 ",,,
,Flatiron Construction Corp,,,1770 LA Costa Meadows Dr,San Marcos,CA,92078,University Commons,(760) 916-9100,Flatironcorp.Com,,,"Flatiron is one of the leading providers of transportation construction and civil engineering in North America. Its core competencies include major bridge, highway and rail projects. Flatiron also operates as a contractor in public-private partnership projects. Founded in 1947, the firm is a subsidiary of HOCHTIEF, one of the world's leading international construction service providers.",152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),50,"$16,647,000 ",,,
,Hensel Phelps Construction Co,,,795 E San Ysidro Blvd,San Ysidro,CA,92173,San Ysidro,(619) 730-7330,Henselphelps.Com,,,,152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),50,"$16,647,000 ",,,
,Reno Contracting Inc,,,7584 Metropolitan Dr # 100,San Diego,CA,92108,Mission Valley East,(619) 260-8574,Renocon.Com,,,"Reno Contracting provides products of outstanding quality guided by the company s corporate values and beliefs through exact estimating, proficient scheduling, excellent construction and committed people. The company shows its people that they are Reno s number one assets by providing a respectful environment, clear expectations and challenging opportunities. Reno Contracting continues to provide leadership, strength, stability, longevity and superior client service by creating a management structure that best serves its clients  needs, hiring and retaining some of the most talented people in the industry, providing accurate and detailed cost estimating, focusing on preconstruction that ultimately saves clients money, maintaining financial strength and stability, staying abreast of the latest construction technologies, pledging a high-level of service that maintains its reputation for quality, continuing to provide the best construction dollar value and building lasting relationships through an enjoyable construction experience. Reno Contracting maintains a location in San Diego.",152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),50,"$16,647,000 ",,,
,Roberts General Engr Contr,,,2855 Progress Pl # A,Escondido,CA,92029,Vineyard,(760) 746-9935,Downstreamservices.Com,,,,152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),50,"$16,647,000 ",,,
,Turner Construction Co,,,15378 Avenue Of Science # 100,San Diego,CA,92128,Carmel Mountain,(858) 320-4040,Turnerconstruction.Com,,,"Founded in 1902, Turner Construction Company is one of the leading general contracting companies that provides design and construction services for residential, commercial and industrial properties throughout the United States. It offers preconstruction consultation, program and project management, building maintenance and multiple building program services. Additionally, the company provides risk management services, including contract review, insurance coverage, project safety and claims handling. It offers services to the pharmaceutical, educational, telecommunications, entertainment, government, aviation and health care industries. The company s additional client base includes sports facilities, hotels, convention centers and retail stores. It partners with the Association of Minority Enterprises of New York, Jamaica Business Resource Center, National Minority Business Council and Professional Women in Construction. The company offers a range of community services, including mentor programs and scholarships. Headquartered in New York City, Turner Construction Company maintains one of its locations in San Diego.",152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),50,"$16,647,000 ",,,
,Maderas Golf Club,,,17750 Old Coach Rd,Poway,CA,92064,,(858) 451-8100,Maderasgolf.Com,,,"Maderas Golf Club is one of the top-rated golf courses in San Diego County, as rated by Zagat Survey. The club features an 18-hole golf course designed by architect Neal Meagher and former professional golfer Johnny Miller. It also has a 10-acre practice facility and golf shop with apparel, equipment and accessories. Maderas Golf Club offers golf lessons and hosts tournaments with as many as 150 players. Catering and dining services are available through The Grille at Maderas Golf Club. Its menu includes items for brunch, lunch and dinner. Maderas Golf Club is located approximately 30 miles north of downtown San Diego in Poway, Calif.",799201,Golf Courses,713910,Golf Courses & Country Clubs,50,$0 ,,,
,Torrey Pines Golf Couse,,,11480 N Torrey Pines Rd # B,La Jolla,CA,92037,Torrey Pines,(858) 452-3226,Torreypinesgolfcourse.Com,,,"Torrey Pines Golf Courses is owned and operated by The City of San Diego Park & Recreation Department. It includes two 18-hole golf courses, the North and South Courses, as well as has one of the largest golf shops in the United States that spreads over an area of 4,000 square feet and includes logo items and designer labels. The shop also features various events and instructions for the junior golf players. The department provides various golf packages and reservations, expert instructions, driving ranges, tournaments, and lodging and dining facilities. Additionally, it offers various gift certificates and golf clinics for senior players. Torrey Pines Golf Courses is located in La Jolla, Calif.",799201,Golf Courses,713910,Golf Courses & Country Clubs,50,"$4,426,000 ",,,
,Adams Golf Inc,,,5545 Fermi Ct,Carlsbad,CA,92008,,(800) 888-2582,Adamsgolf.Com,,,"Established in 1987, Adams Golf designs, assembles, markets and distributes premium quality, technologically advanced golf clubs. The company operates in a single segment within the golf industry, golf clubs and accessories, and offers more than one category of product within each segment. The company offers a variety of categories of products, such as drivers, which includes Redline RPM drivers, Redline drivers, Redline tour drivers and GT 410 drivers; fairway woods, such as Redline RPM fairway woods, Ovation fairway woods, Redline fairway woods, Tight Lies GT fairway woods and Tight Lies fairway woods; hybrids, which include Idea i-woods, Idea A1 i-woods and GT i-woods; irons, such as Idea irons, Idea A1 irons, Idea A1 Pro irons and GT 2 irons; wedges; and accessories, such as golf bags, hats and shirts. Adams Golf is headquartered in Plano, Texas.",394915,Golf Equipment & Supplies-Manufacturers,339920,Sporting & Athletic Goods Manufacturing,50,$0 ,,,
,Barona Gaming Commission,,,1095 Barona Rd,Lakeside,CA,92040,,(619) 443-2619,Barona.Org,,,"Barona Gaming Commission owns and operates the Barona Valley Ranch Resort & Casino in Lakeside, Calif. Located just 30 minutes outside of San Diego, the ranch-themed Barona Valley Resort & Casino offers visitors a variety of gaming and dining experiences, hotel options and golf. It features 400 luxury guest rooms and suites, a 300,000 square foot casino, a lakefront wedding chapel, the AmBience Day Spa, a full-service events center, and the 18-hole championship Barona Creek Golf Club, rated the 3rd best resort course in California by Golfweek Magazine. The casino s history dates back to the 1930s when the Barona Tribe established a small ranching community.",912115,Government Ofcs-Authorities/Commissions,921120,Legislative Bodies,50,$0 ,,,
,City Of Carlsbad,,,405 Oak Ave,Carlsbad,CA,92008,,(760) 434-2980,Carlsbadca.Gov,,,,912104,"Government Offices-City, Village & Twp",921120,Legislative Bodies,50,$0 ,,,
,City Of Del Mar Comm Svc Dept,,,1700 Coast Blvd,Del Mar,CA,92014,Del Mar,(858) 755-1524,Camzone.Com,,,"The Community Services Department is a part of the City Of Del Mar, which also operates finance, fire, human resources, information systems, public works and planning departments. The Community Services Department offers a range of lifeguard and parking enforcement services. It conducts park ranger operations and provides a variety of beach maintenance solutions. The department offers permitting services for various facilities, including parks, beach areas and the Powerhouse Community Center. The Community Services Department works in collaboration with various community organizations, such as The Del Mar Foundation, The Friends of the Powerhouse, The Cultural Arts Committee and Community Connections. It organizes various community events, such as summer concerts and children s movie nights. The department is located in Del Mar, Calif.",912104,"Government Offices-City, Village & Twp",921120,Legislative Bodies,50,$0 ,,,
,Coronado City Mayor,,,1825 Strand Way,Coronado,CA,92118,,(619) 522-7322,Coronado.Ca.Us,,,,912104,"Government Offices-City, Village & Twp",921120,Legislative Bodies,50,$0 ,,,
,Vista Community Development,,,200 Civic Center Dr,Vista,CA,92084,,(760) 639-6100,Cityofvista.Com,,,,912104,"Government Offices-City, Village & Twp",921120,Legislative Bodies,50,$0 ,,,
,San Diego Cnty Central Pretrl,,,330 W Broadway # 8,San Diego,CA,92101,Core-Columbia,(619) 531-4056,Sdcda.Org,,,,912103,Government Offices-County,921120,Legislative Bodies,50,$0 ,,,
,San Diego Cnty Registrar-Voter,,,5600 Overland Ave # 100,San Diego,CA,92123,Kearny Mesa,(858) 565-5800,Sdvote.Com,,,"Registrar of Voters is a part of the county of San Diego., and offers a range of electoral services. Its office maintains voter registration records and administers candidate nomination procedures. The registrar s office also administers the provisions of the campaign reporting laws. Its office conducts federal, state, local and school elections. The Registrar of Voters  office offers a variety of training programs for poll workers and support personnel. Its Web site features past elections records and maintains list of electing districts. The registrar s office offers temporary employment forms for the recruitment of poll workers. Registrar of Voters has its main office in San Diego.",912103,Government Offices-County,921120,Legislative Bodies,50,$0 ,,,
,San Diego Medical Examiner,,,5570 Overland Ave # 101,San Diego,CA,92123,Kearny Mesa,(858) 694-2895,Sdcl.Org,,,"San Diego County Medical Examiner's Office is a department of the County of San Diego. It examines several cases related to the death of individuals in San Diego County, Fla. Formerly known as Coroner s Office, the department maintains a facility of more than 16,000 square feet. San Diego County Medical Examiner's Office is located in the County Operations Center and employs a staff of over 60 personnel. It maintains separate divisions for investigations, pathology, toxicology, examination and administration. The department performs several body examination procedures and evaluates approximately 3,000 cases annually. San Diego County Medical Examiner's Office certifies the cause and manner of deaths for homicides, suicides, accidents and unexpected natural deaths. It is located in San Diego, and provides forensic, assistance and educational services to the families of deceased.",912103,Government Offices-County,921120,Legislative Bodies,50,$0 ,,,
,Sheriff's Department,,,845 Imperial Beach Blvd,Imperial Beach,CA,91932,Imperial Beach,(619) 498-2400,Sdsheriff.Net,,,"Founded in 1850, the San Diego County Sheriff's Department is a law enforcement agency that is comprised of more than 4,000 employees. The department provides law enforcement, detention and court services. It serves an area of over 4,200 square miles. The San Diego County Sheriff's Department provides contract law enforcement services for the cities of Del Mar, Encinitas, Imperial Beach, Lemon Grove, Poway, San Marcos, Santee, Solana Beach and Vista. The department operates a data services division that acquires, installs and maintains information systems, including more than 4,000 pieces of computer hardware. It serves as a police department and provides a range of law enforcement solutions, including patrol, traffic and investigative services. In addition, the department provides specialized regional services to the entire county, including the incorporated cities and the unincorporated areas of the county. The San Diego County Sheriff's Department serves daily inmate population of over 5,000 individuals. Its wireless services division operates and maintains public safety wireless communications systems. The department is a part of the government of San Diego County in California.",912103,Government Offices-County,921120,Legislative Bodies,50,$0 ,,,
,San Pasqual Band-Mission Indns,,,16400 Kumeyaay Way,Valley Center,CA,92082,,(760) 749-3200,Sanpasqualtribe.Org,,,,919906,Government Offices-Native American,921190,Other General Government Support,50,$0 ,,,
,Fish & Game Dept,,,3883 Ruffin Rd # A,San Diego,CA,92123,Kearny Mesa,(858) 467-4201,Dfg.Ca.Gov,,,"California s water resources include 1,100 miles of coastline, more than 4,500 lakes and reservoirs, hundreds of major streams and nearly 75 major rivers. The California Fish and Game Department maintains native fish, wildlife, plant species and natural communities for their intrinsic and ecological value and their benefits to people. This includes habitat protection and maintenance in a sufficient amount and quality to ensure the survival of all species and natural communities. In addition, the department is responsible for the diversified use of fish and wildlife, including recreational, commercial, scientific and educational uses. The department issues hunting and fishing licenses and provides hunter and wildlife education classes. The department was founded in 1870 and is located in Sacramento, Calif. It has a branch located in San Diego, where it employs nearly 50 people.",912102,Government Offices-State,921120,Legislative Bodies,50,$0 ,,,
,Forestry & Fire Protection,,,2249 Jamacha Rd,El Cajon,CA,92019,,(619) 590-3100,Fire.Ca.Gov,,,"The California Department of Forestry and Fire Protection works to protect people, property and more than 30 million acres of wildland. It maintains a team of more than 15 employees that include directors, executives, officers and support staff. The California Department of Forestry and Fire Protection provides various volunteer opportunities. It publishes articles and magazines on issues related to safety. The department is equipped with fire engines, bulldozers, crew carrying and insect control vehicles, mobile kitchen units and trailers. The California Department of Forestry and Fire Protection s communications division provides information about watersheds, socio-economic conditions and forest-related climate changes. Established in 1905, the department responds to emergency calls and maintains a location in El Cajon, Calif. Its fire academy offers training in the areas of law enforcement, fire protection, and resource and fire crew management.",912102,Government Offices-State,921120,Legislative Bodies,50,$0 ,,,
,Milvets Systems Technology Inc,,,3111 Camino Del Rio N # 400,San Diego,CA,92108,Mission Valley East,(619) 528-2298,Milvets.Com,,,"MILVETS Systems Technology provides contract staffing and training services to commercial and government clients. The company offers numerous services, which include maintenance and help desk support; software and database engineering; temporary professional services; telecommunications and document management; and imaging. Its clients include IBM, Federal Aviation Administration, Department of Housing & Urban Development, Internal Revenue Service and Veridian Corporation. The company is a service disabled, veteran-owned, small disadvantaged business and is certified as a SBA HUB Zone firm. MILVETS was established in 1986 and maintains headquarters in Orlando, Fla. It also has regional offices in Lanham, Md., Kearneysville, W.Va., and San Diego.",912102,Government Offices-State,921120,Legislative Bodies,50,$0 ,,,
,US Forestry Dept,,,10845 Rancho Bernardo Rd # 200,San Diego,CA,92127,Rancho Bernardo,(858) 673-6180,Fs.Fed.Us,,,"The Cleveland National Forest is spread over an area of more than 460,000 acres. It offers a variety of recreational activities, such as camping, hunting, picnicking and shooting. Established in 1911, the forest provides timber and other wood products and maintains a location in San Diego. The Cleveland National Forest serves as a habitat for several fish, bird, animal and rare plant species. It additionally provides various volunteer opportunities. The forest offers maps and brochures, as well as publishes a range of articles on wildlife-related issues. The Cleveland National Forest is a part of the U.S. Forest Service, which is an agency of the U.S. Department of Agriculture. The forest features mountains, landscapes and recreational sites.",912101,Government Offices-US,921120,Legislative Bodies,50,$0 ,,,
,US Naval Recruiting,,,33055 Nixie Way,San Diego,CA,92147,,(619) 524-6734,Navy.Com,,,,912101,Government Offices-US,921120,Legislative Bodies,50,$0 ,,,
,United States Government,,,9955 Pomerado Rd,San Diego,CA,92131,Scripps Ranch,(858) 537-8077,Armedforcesradionetwork.Org,,,,912101,Government Offices-US,921120,Legislative Bodies,50,$0 ,,,
,CSA Associate,,,3570 Camino Del Rio N # 305,San Diego,CA,92108,Mission Valley East,(619) 858-1600,Csa-Sd.Com,,,"CSA, also known as Client Solution Architects, provides a range of consulting services. Incorporated in 2003, the company serves various government and commercial clients. Client Solution Architects has a staff of approximately 80 people. It offers demand forecasting, option analysis and cost study, and metric measurement and project level performance assessment services. Client Solution Architects also provides integrated logistics support management, maintenance planning and supply support services. It offers packaging, handling, storage and transportation services. The company provides acquisition strategy development, technology readiness assessment, critical path management, and enterprise resource planning and implementation services. Client Solution Architects offers systems engineering management and integration and documentation archiving and retrieval services.",874864,Government-Relations Consultants,541690,Other Scientific & Technical Consulting Services,50,"$5,484,000 ",,,
,Restaurant Depot,,,1335 Cesar E Chavez Pkwy,San Diego,CA,92113,Barrio Logan,(619) 233-0200,Restaurantdepot.Com,,,"Restaurant Depot is a one-stop broad line wholesaler for savings, selection and service. The company is in business purely to supply the needs of the food service industry. Membership is free, but the company is not open to the public. All a customer needs to do to become a member is show proof of a Certificate of Authority or proof that they represent a nonprofit organization. Former restaurant owners, chefs and food service specialists who can relate to restaurant issues and help solve problems staff the company s locations. The company sells a range of fresh meat and produce, chicken and pork and frozen products, as well as dry groceries, paper supplies, cleaning supplies, beverages and equipment. Restaurant Depot has locations throughout the United States, including San Diego.",514105,Grocers-Wholesale,424410,General Line Grocery Merchant Wholesalers,50,"$85,355,000 ",,,
,American Council On Exercise,,,4851 Paramount Dr,San Diego,CA,92123,Kearny Mesa,(858) 576-6500,Acefitness.Org,,,"Since its founding in 1985, ACE has certified more than 200,000 health and fitness professionals in the United States and nearly 80 other countries. ACE certification exams are standardized, broad-based tests of the knowledge necessary to safely instruct one on one, lead group exercise, and consult on lifestyle and weight-management issues. ACE, which stands for the American Council on Exercise, is one of the largest nonprofit fitness certification and education providers in the world. The organization also offers a clinical exercise specialist certification for fitness professionals who work with clients who have recently recovered from injury or illness. ACE is located in San Diego.",799101,Health Clubs Studios & Gymnasiums,713940,Fitness & Recreational Sports Centers,50,"$2,322,000 ",,,
,LA Fitness,,,2070 Otay Lakes Rd,Chula Vista,CA,91913,,(619) 397-7240,Lafitness.Com,,,,799101,Health Clubs Studios & Gymnasiums,713940,Fitness & Recreational Sports Centers,50,"$2,322,000 ",,,
,LA Fitness,,,16913 Dove Canyon Rd,San Diego,CA,92127,,(858) 676-6806,Lafitness.Com,,,,799101,Health Clubs Studios & Gymnasiums,713940,Fitness & Recreational Sports Centers,50,"$2,322,000 ",,,
,Innovative Healthcare Conslnts,,,746 S Main Ave # C,Fallbrook,CA,92028,,(760) 731-1334,Innovativehc.Com,,,"Founded in 1997, Innovative Healthcare Consultants is a company that serves older adults and their families with long-term care arrangements. It offers a range of services, such as evaluation of the medical, social and financial needs, planning for a discharge from the hospital and preventing costly emergency trips to assist senior family members during a health care crisis. Innovative Healthcare Consultants  caregivers provide assistance in walking, transportation, medication reminders, personal and oral hygiene, meal planning and preparation, as well as dressing, bathing and eating. It is affiliated with the Western GCM Association, California Association for Health Services at Home and National Association of Professional Geriatric Care Managers. Innovative Healthcare Consultants has a location in Fallbrook, Calif.",809907,Health Services,621999,All Other Misc Ambulatory Health Care Services,50,"$6,635,000 ",,,
,Seaport Home Health/Seaport Hm,,,1810 Gillespie Way # 207,El Cajon,CA,92020,,(619) 434-8360,Seaporthealth.Com,,,,809907,Health Services,621999,All Other Misc Ambulatory Health Care Services,50,"$6,635,000 ",,,
,Total Woman Gym  Spa,,,172 N El Camino Real,Encinitas,CA,92024,,(760) 632-1258,Totalwomanspa.Com,,,,799105,Health Spas,713940,Fitness & Recreational Sports Centers,50,"$2,322,000 ",,,
,Brehm Communities,,,1825 Aston Ave # B,Carlsbad,CA,92008,,(760) 448-2420,Brehmrealty.Com,,,"Brehm Communities has brought the dream of homeownership to more than 2,000 Southern California families. The company offers everything from affordable condominiums and first-time homes in south San Diego County to North County s prestigious Aviara and impressive master-planned communities throughout the Inland Empire. It caters to the diverse lifestyle of each individual customer. Brehm also features the Chesapeake, Jeffries Ranch, Lake Hills Reserve, Stratford at Township Place and Woodmoor communities. The company has operated for more than 40 years and is headquartered in Carlsbad, Calif.",152112,Home Builders,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),50,"$16,647,000 ",,,
,Pardee Homes,,,13400 Sabre Springs Pkwy # 200,San Diego,CA,92128,Sabre Springs,(858) 794-2500,Pardeehomes.Com,,,,152112,Home Builders,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),50,"$16,647,000 ",,,
,Lowe's Home Improvement,,,155 Old Grove Rd,Oceanside,CA,92057,San Luis Rey,(760) 966-7153,Lowes.Com,,,"Founded in 1946, Lowe's is a Fortune 50 company that serves approximately 15 million customers at more than 1,725 home improvement stores in the United States, Canada and Mexico. Based in Oceanside, Calif., it is one of the largest home improvement retailers in the world. The company serves homeowners, renters and commercial business customers. It offers a complete line of products for home decorating, maintenance, repair, and remodeling and property maintenance. Lowe's is a Better Business Bureau (BBB) accredited company.",521138,Home Centers,444110,Home Centers,50,"$20,405,000 ",,,
,Atria Encinitas,,,504 S El Camino Real,Encinitas,CA,92024,,(760) 436-6955,Atriaseniorliving.Com,,,,808201,Home Health Service,621610,Home Health Care Services,50,"$3,198,000 ",,,
,Love 2 Live Care Svc,,,3973 8th Ave,San Diego,CA,92103,Hillcrest,(619) 291-4663,Love2livecare.Com,,,"Located in San Diego, Love 2 Live is a member of The Senior's Choice Network, which provides nonmedical care services.  Love 2 Live provides 24-hour, in-home assisted living and Care services for seniors the those wanting to stay at home but not alone.  Love 2 Live offers assistance with meal planning and preparation, bathing and grooming. Love 2 Live provides transportation, respite care, referral and medication management services. It also offers assistance light housekeeping.   Our professional care givers can assist with daily living activities, such as feeding, bathing and dressing.",808201,Home Health Service,621610,Home Health Care Services,50,"$3,198,000 ",,,
,San Diego Home Caregivers,,,3435 Camino Del Rio S # 204,San Diego,CA,92108,Mission Valley East,(619) 487-9000,Sandiegohomecaregivers.Com,,,"San Diego Home Care with San Diego Home Caregivers, Affordable and Professional Senior Homecare Services with a Trusted Agency in San Diego, CA.",808201,Home Health Service,621610,Home Health Care Services,50,"$3,198,000 ",,,
,Stay Home Care Solutions Inc,,,3130 Bonita Rd # 204,Chula Vista,CA,91910,,(619) 425-2273,Stayhomecaresolution.Com,,,"Operational for more than seven years, StayHome Care Solutions provides a range of health care services for senior citizens. It serves individuals with chronic illnesses in Nevada, Texas and California. The family-owned center also offers companionship, homemaking, transportation, and respite and personal care solutions. StayHome Care Solutions performs criminal background checks and reference investigations for caregivers. In addition, it provides anniversary and birthday reminder services. The center offers DVD movies on a rental basis. StayHome Care Solutions maintain a staff of more than 40 individuals. It also provides light exercise assistance, pet care, garbage disposal, and meal planning and preparation solutions.",808201,Home Health Service,621610,Home Health Care Services,50,"$3,198,000 ",,,
,Home Services At Home Depot,,,13250 Gregg St # A2,Poway,CA,92064,,(858) 859-4143,Homedepot.Com,,,"The Home Depot is one of the world's largest home improvement specialty retailers with stores in all 50 states, the District of Columbia, Puerto Rico, U.S. Virgin Islands, more than 10 Canadian provinces, Mexico and China. Founders Bernie Marcus and Arthur Blank changed the home improvement industry when they opened the first store in Atlanta on June 22, 1979. The original stores stocked approximately 25,000 products. Today, on average, a Home Depot store offers more 40,000 products and is approximately 105,000 square feet. The company s stores provide a variety of services, including everyday shopping services, home services, contractor services, a credit center, delivery options, home improvement loans, tool and truck rentals, design services, free how-to clinics and children s workshops. The company specializes in flooring, lighting, interior d cor and landscape supply. As of 2007, the company has more than 2,200 stores located throughout the United States, Canada, China and Mexico. In addition, it operates nearly 35 EXPO Design Center stores and more than 10 The Home Depot Landscape Supply stores. The Home Depot is headquartered in Atlanta, with a store location in Poway, Calif.",152105,Home Improvements,236118,Residential Remodelers,50,"$16,647,000 ",,,
,Seasons Hospice & Palliative,,,16745 W Bernardo Dr # 250,San Diego,CA,92127,Rancho Bernardo,(858) 592-2000,Seasons.Org,,,,805908,Hospices,623110,Nursing Care Facilities (Skilled Nursing Fclts),50,"$4,025,000 ",,,
