ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,Golden State Driving School,,,3077 Clairemont Dr # 103,San Diego,CA,92117,Bay Park,(619) 275-3711,Goldenstatedrivingschool.Com,,,,829902,Driving Instruction,611692,Automobile Driving Schools,2,$0 ,employment,,
,Goodwill Industries-Sn Diego,,,3663 Rosecrans St,San Diego,CA,92110,Midway District,(619) 225-2200,Sdgoodwill.Org,,,,593222,Thrift Shops,453310,Used Merchandise Stores,1400,$0 ,employment,,
,Hands On Labor Svc,,,1244 Knoxville St,San Diego,CA,92110,Bay Park,(619) 299-5991,Kleegeindustries.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,7,"$651,000 ",employment,,
,Haynes Chauffeuring,,,4672 Mount Gaywas Dr,San Diego,CA,92117,Clairemont Mesa West,(858) 560-5737,Lancedurant.Com,,,,736101,Chauffeur Service,561311,Employment Placement Agencies,1,"$93,000 ",employment,,
,Health Care Recruiters Intl,,,701 Palomar Airport Rd # 300,Carlsbad,CA,92011,,(760) 931-4790,Hcrjobs.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Highland & Assoc Executive,,,3830 Valley Ctr Dr #705 Pmb646,San Diego,CA,92130,Carmel Valley,(858) 756-2405,Highlandandassociates.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Hire Care Health Care Prsnnl,,,9089 Clairemont Mesa Bl # 110,San Diego,CA,92123,Kearny Mesa,(858) 974-9944,Hirecare.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,3,"$279,000 ",employment,,
,Hire Consulting Svc,,,2647 Gateway Rd # 105-305,Carlsbad,CA,92009,Bressi Ranch,(760) 230-4301,Hireconsulting.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,1,"$93,000 ",employment,,
,Hire Tech,,,12555 High Bluff Dr # 100,San Diego,CA,92130,Carmel Valley,(858) 513-1206,Hiretech.Us,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,3,"$279,000 ",employment,,
,Hireground Personnel Svc Inc,,,1340 W Valley Pkwy # 207,Escondido,CA,92029,Vineyard,(760) 747-9944,Hireground.Us,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,6,"$558,000 ",employment,,
,Hunter International Attorney,,,6328 El Camino Del N,San Diego,CA,92101,,(619) 237-9600,Hunterintl.Com,,,,628207,Mergers & Acquisitions,523930,Investment Advice,2,"$660,000 ",employment,,
,Image Staffing Inc,,,950 Hotel Cir N # E,San Diego,CA,92108,Mission Valley West,(619) 220-0640,Imagestaffinginc.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Index Recruiting,,,3132 Tiger Run Ct # 105,Carlsbad,CA,92010,,(760) 599-8680,Indexrecruiting.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Infinite Spectrum Solutions,,,2928 Jefferson St # 2h,Carlsbad,CA,92008,,(760) 730-1889,Infinite-Spectrum.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Intech Summit Group Inc,,,3450 Bonita Rd # 203,Chula Vista,CA,91910,,(619) 862-2720,Isgsearch.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,International Search Partners,,,7871 University Ave # A,La Mesa,CA,91942,,(619) 465-9580,Ispards.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,6,"$558,000 ",employment,,
,Iq Pipeline,,,4425 Cass St # F,San Diego,CA,92109,Pacific Beach,(858) 483-7400,Iqpipeline.Com,,,,736304,Employment Contractors-Temporary Help,561320,Temporary Help Services,11,"$562,000 ",employment,,
,Island Staffing,,,3156 Vista Way # 203,Oceanside,CA,92056,Mira Costa,(760) 547-5018,Islandstaffing.Us,,,"ISLAND STAFFING has serviced the needs of public and private corporations as well as state and local government agencies. We have experience that includes well-known corporations in a variety of industries, including but not limited to information technology/systems, telecommunications, financial services, mortgage banking, insurance, transportation, manufacturing and healthcare. ISLAND STAFFING's mission is to focus on the highest levels of Quality, Ethics, and Integrity in providing contract, temp-to-hire, and direct-hire recruiting while matching the right person with the right position.",736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Itagroup Inc,,,2173 Salk Ave,Carlsbad,CA,92008,,(310) 341-3656,Itagroup.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,J Danielle & Co,,,162 S Rancho Santa Fe Rd # F10,Encinitas,CA,92024,,(760) 943-8486,Estatehousekeepers.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Job Leaders,,,4405 Manchester Ave # 102,Encinitas,CA,92024,,(760) 943-0118,Jobleaders.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,5,"$465,000 ",employment,,
,Job Options Inc,,,3465 Camino Del Rio S # 300,San Diego,CA,92108,Mission Valley East,(619) 688-1784,Joboptionsinc.Org,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,60,"$5,580,000 ",employment,,
,Johnson Finch Mcclure,,,9749 Cactus St,Lakeside,CA,92040,,(619) 938-9727,Jfmcon.Com,,,,152144,Construction Companies,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),25,"$8,324,000 ",employment,,
,Kelly Scientific Resources,,,11403 W Bernardo Ct,San Diego,CA,92127,Rancho Bernardo,(858) 618-1474,Kellyservices.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Kick Start Wellness,,,955 S Andreasen Dr,Escondido,CA,92029,Vineyard,(760) 740-9600,Kickstartwellness.Org,,,,832233,Support Groups,624190,Other Individual & Family Services,2,"$126,000 ",employment,,
,Kleege Industries,,,1244 Knoxville St,San Diego,CA,92110,Bay Park,(619) 299-5991,Kleegeindustries.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,17,"$1,581,000 ",employment,,
,LA Class Transportation LLC,,,6980 Mission Gorge Rd # A,San Diego,CA,92120,Allied Gardens,(858) 530-0128,Laclasstransportation.Com,,,,411903,Limousine Service,485320,Limousine Service,4,"$289,000 ",employment,,
,LA Costa & Assoc Intl Inc,,,10650 Scripps Ranch Blvd # 105,San Diego,CA,92131,Scripps Ranch,(858) 860-1222,Lacostasearch.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Lab Pros,,,4445 Eastgate Mall # 200,San Diego,CA,92121,University City,(858) 597-7500,Labprosinc.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Lancer Group,,,888 Prospect St # 120,La Jolla,CA,92037,Village,(858) 551-1001,Lancergroup.Net,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,12,"$1,116,000 ",employment,,
,Lawton Co Inc,,,4747 Viewridge Ave # 210,San Diego,CA,92123,Kearny Mesa,(858) 569-6260,Thelawtongrp.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,201,"$18,692,000 ",employment,,
,Lawton Group-Formerly T L C,,,4747 Viewridge Ave # 106,San Diego,CA,92123,Kearny Mesa,(858) 569-6260,Lawtongrp.Com,,,,874203,Personnel Consultants,541612,Human Resources Consulting Services,5,"$570,000 ",employment,,
,Legalstaff,,,5075 Shoreham Pl # 235,San Diego,CA,92122,University City,(858) 597-1170,Legalstaffsd.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,7,"$651,000 ",employment,,
,Live Scan Fingerprinting Sn Dg,,,2707 Garnet Ave # 3,San Diego,CA,92109,Pacific Beach,(858) 349-0204,Alivescan.Com,,,"San Diego Live Scan & Ink Fingerprinting Location  o Live Scan Fingerprinting  o FBI FD-258 Ink Card Fingerprinting  o Notary Public & Loan Signing Agent  o US and Foreign Passport Photos * Mobile Services Available Throughout San Diego  Alive Scan's experienced fingerprint expert utilizes hi-tech livescan equipment so accurate that we guarantee successful fingerprint submissions 'the first time'. Our San Diego live scan location is conveniently located just off the 5 Freeway in Pacific Beach. So avoid delays which are typically caused by poor quality fingerprints taken by inexperienced live scan providers. When selecting a livescan service provider, it's also important to choose an experienced fingerprint roller to avoid rejections and lengthy delays. Whether you need live scan services for employment, certification or licensing purposes, you will find our electronic fingerprint service to be top notch and our customer service to be unsurpassed. Located just off the I-5 Freeway in Pacific Beach, our live scan location is convenient for anyone in Ocean Beach, Pt. Loma, La Jolla, Clairemont... as well as anyone else in San Diego. Many of our applicants are originally instructed to go to their local police department or sheriff office to be fingerprinted. However, California law enforcement migrated away from providing a fingerprint service to the public in 2005. Alive Scan is now San Diego's trusted alternative for live scan fingerprinting. Our facility is often referred to by local police departments and sheriff offices.   Need the old fashion 'Ink Fingerprints'? We are also approved by the California Department of Justice for ink fingerprinting on the standard FBI FD-258 ink fingerprint card. People often find it difficult to obtain the required blue FD 258 hard card (aka 'Ten Print' or 'Ink Card'). Fortunately, Alive Scan provides these fingerprint cards 'FREE' to our customers! Some common 'hard card' ink fingerprint candidates include:  o Personal Criminal Background Check.  o Attorneys - (Record Reviews) To correct errors, expungement...  o Government and Federal Jobs.  o Teaching Abroad / Teaching Overseas.  o Traveling Nurse (RN).  o Financial Sector - required by the SEC & FINRA.  o Visa & Immigration.  o Police Clearance Certificate. In order to furnish an individual with a copy of their criminal record, or proof that one does not exist, the individual must be fingerprinted on the FD-258 form by an authorized fingerprint service provider. Alive Scan is a professional fingerprint facility located right here in San Diego, California 92109. The individual then mails the completed FD258 card to the FBI's CJIS Division for processing.  Notary Service in Pacific Beach 92109 Other services we provide at our San Diego location include notary public services, mobile notary signing services and traveling loan signing agent duties.  Passport & Visa Photos in San Diego US passport photos service in Pacific Beach 9210. Foreign passport pictures and Visa photos including canadian passport photos, UK passport pictures and Visa photos.  Please visit our Pacific Beach fingerprint location or call us. You may also visit our website at http://alivescan.com.",738107,Fingerprinting,561611,Investigation Services,1,"$60,000 ",employment,,
,Lm Hurley & Assoc,,,12526 High Bluff Dr # 300,San Diego,CA,92130,Carmel Valley,(858) 277-8282,Lmhurley.Net,,,"For more than 10 years, LM Hurley & Associates has been one of the largest Executive Recruiting firms throughout the United States. Based in San Diego, Calif., it offers a range of services in the areas, including continuing care retirement communities\CCRCs, independent living communities, assisted living, skilled nursing facilities, hospice and home health care, among others. The firm caters to various senior housing clients, such as large public corporations, REIT, privately held companies and not-for-profit organizations, to name a few.",736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,London Calling Executive Srch,,,312 S Cedros Ave # 210,Solana Beach,CA,92075,Solana Beach,(858) 847-9911,Londoncallingexecutivesearch.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Loving Nannies,,,1635 Haydn Dr,Cardiff By Sea,CA,92007,,(760) 943-6866,Lovingnannies.Com,,,,835101,Child Care Service,624410,Child Day Care Services,5,"$123,000 ",employment,,
,Maquita Find,,,823 Anchorage Pl,Chula Vista,CA,91914,Eastlake Business Center,(619) 621-3715,Maquilafind.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Marquee Staffing,,,1917 Palomar Oaks Way # 120,Carlsbad,CA,92008,,(760) 438-4405,Marqueestaffing.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Marquee Staffing,,,16625 Dove Canyon Rd # 102,San Diego,CA,92127,,(619) 683-2828,Marqueestaffing.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,9,"$837,000 ",employment,,
,Master Chef Food Svc Equipment,,,10463 Austin Dr # L,Spring Valley,CA,91978,,(619) 670-5709,Masterchefsupply.Com,,,,504604,Restaurant Equipment & Supplies (Whls),423440,Other Commercial Equipment Merchant Wholesalers,2,"$2,068,000 ",employment,,
,Mccormick Davis Svc,,,12588 Avenida Tineo,San Diego,CA,92128,Rancho Bernardo,(561) 665-0211,Trustedfinancialeducation.Com,,,"Here at TFE, we are dedicated to empowering Middle America with their relationship with money through education, support and mentoring. After over 30 years on Wall Street, Susan McCormick left that world because she believes there is a much smarter approach to managing risk.",733817,Business & Financial Reports,561410,Document Preparation Services,4,"$403,000 ",employment,,
,Merlin Ramco,,,380 Stevens Ave # 310,Solana Beach,CA,92075,Solana Beach,(858) 704-4125,Merlinramco.Com,,,,179977,Contractors,238990,All Other Specialty Trade Contractors,2,"$441,000 ",employment,,
,Metro Career Ctr,,,3910 University Ave # 105,San Diego,CA,92105,Corridor,(619) 516-2200,Metrocareercenters.Org,,,,833106,Career & Vocational Counseling,624310,Vocational Rehabilitation Services,8,$0 ,employment,,
,Michael R Guerin Co,,,16368 Avenida Suavidad,San Diego,CA,92128,Rancho Bernardo,(858) 675-0395,Guerinco.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Michael R Guerin Co,,,16368 Avenida Suavidad,San Diego,CA,92128,Rancho Bernardo,(858) 675-0395,Guerinco.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Mine Staffing Intl,,,2111 Palomar Airport Rd # 270,Carlsbad,CA,92011,,(760) 929-0600,Minestaffing.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Mls Technologies,,,15127 Almond Orchard Ln,San Diego,CA,92131,Sycamore Estates,(858) 486-4949,Mlstech.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Modis,,,1455 Frazee Rd # 500,San Diego,CA,92108,Mission Valley East,(858) 410-1098,Modis.Com,,,"At Modis San Diego, CA, located at 1455 Frazee Rd Suite 500, we work to connect top local companies with talented technology professionals. Regardless of your company's industry, or your level of IT skills, we can find the right employee or IT job.",736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Munitemps Staffing Solutions,,,600 Palm Ave # 102,Imperial Beach,CA,91932,Imperial Beach,(619) 423-2323,Munitemps.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,15,"$1,395,000 ",employment,,
,My Ride Taxi,,,10042 Prospect Ave,Santee,CA,92071,,(619) 229-2111,Taxicabineastcounty.Com,,,"My Ride Taxi is the Best Taxi Service for all different Occasions. My Ride Taxi is a professional, dependable, reliable Taxi Cab Company. Corporate events, and leisure outings and between airports, hotels, and resorts My Ride Taxi also provides services for proms, weddings, wine tastings, bachelor and bachlorette parties. My Ride Taxi only hires dependable and professional drivers that obtain a certification of a safety driving program. My Ride Taxi will take you to the airport, conferences, doctors appointments, shopping and we are determined to maintain a long-term relationship with our clients so we can take care of you over and over again. We service areas, East County. Ca, El Cajon, La Mesa, Santee, Jamul, Alpine, Lakeside.",412101,Taxicabs & Transportation Service,485310,Taxi Service,3,"$147,000 ",employment,,
,National Public Employer Labor,,,1012 S Coast Hwy # M,Oceanside,CA,92054,Downtown Oceanside,(503) 797-1568,Azpelra.Org,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,National Search Assoc,,,1921 Palomar Oaks Way # 250,Carlsbad,CA,92008,,(760) 431-1115,Nsasearch.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,National Search Assoc,,,2035 Corte Del Nogal # 100,Carlsbad,CA,92011,,(760) 431-1115,Nsasearch.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Nationwide Research Recruiters,,,1106 2nd St # 863,Encinitas,CA,92024,,(760) 452-6540,Nwrrs.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,10,"$930,000 ",employment,,
,Neighborhood Market Assn,,,750 B St # 2340,San Diego,CA,92101,Core-Columbia,(619) 464-8485,Neighborhoodmarket.Org,,,,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,5,$0 ,employment,,
,Newport Strategic Search Inc,,,175 Calle Magdalena,Encinitas,CA,92024,,(760) 944-6795,Newportsearch.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Next Level Resources Inc,,,1901 Camino Vida Roble # 105,Carlsbad,CA,92008,,(858) 523-9978,Nextlevelresources.Net,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,6,"$558,000 ",employment,,
,North Coast Window Cleaning,,,2220 Coolngreen Way,Encinitas,CA,92024,,(760) 436-3040,Northcoastwindowcleaning.Com,,,,734904,Window Cleaning,238990,All Other Specialty Trade Contractors,1,"$94,000 ",employment,,
,North County Coastal Career,,,1949 Avenida Del Oro # 106,Oceanside,CA,92056,Ivey Ranch - Rancho Del Oro,(760) 631-6150,Northcountycareercenters.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,35,"$3,255,000 ",employment,,
,Not To Worry,,,7801 Mission Center Ct # 106,San Diego,CA,92108,Mission Valley East,(619) 718-4871,Nottoworryinc.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Not To Worry,,,1030 LA Bonita Dr # 338,San Marcos,CA,92078,Lake San Marcos,(760) 471-5131,Nottoworryinc.Com,,,,809907,Health Services,621999,All Other Misc Ambulatory Health Care Services,13,"$1,725,000 ",employment,,
,Novus Origo,,,3231 Business Park Dr # C,Vista,CA,92081,,(760) 438-4354,Novusorigo.Com,,,,874264,Consulting Services,541611,Administrative & General Mgmt Consulting Services,1,"$114,000 ",employment,,
,Obsidian Executive Search,,,3288 Adams Ave,San Diego,CA,92176,,(619) 268-3669,Obsidianexecutivesearch.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Occupational Training Svc Inc,,,6160 Mission Gorge Rd # 204,San Diego,CA,92120,Grantville,(619) 876-4224,Ots-Sdchc.Org,,,,641112,Insurance,524210,Insurance Agencies & Brokerages,20,"$3,281,000 ",employment,,
,On Call Staffing Solutions Inc,,,5075 Shoreham Pl # 110,San Diego,CA,92122,University City,(858) 752-6200,Oncallemployees.Com,,,,653118,Real Estate,531210,Offices Of Real Estate Agents & Brokers,12,"$1,597,000 ",employment,,
,Online Technical Svc,,,16476 Bernardo Center Dr # 17,San Diego,CA,92128,Rancho Bernardo,(858) 385-4075,Gpdinc.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,4,"$372,000 ",employment,,
,Onward Healthcare,,,12400 High Bluff Dr # 100,San Diego,CA,92130,Carmel Valley,(800) 278-0332,Onwardhealthcare.Com,,,"Founded in 2002, Onward Healthcare is one of the fastest growing health care staffing companies in the United States. The company offers health systems a range of services, including per diem, travel and permanent placement for nursing and allied professionals. Onward Healthcare offers its clients customized, technology-driven human capital solutions to efficiently manage the costs of contingent labor. It has an impressive roster of clients, including more than 1,000 contracted hospitals in nearly 50 states, including Hawaii, Florida, California, Alaska and Texas. Onward Healthcare also attracts the top registered nurses and allied health professionals for travel, per diem and permanent placements. The company has approximately 100,000 qualified professionals in its database. Headquartered in Wilton, Conn., it has offices in Massachusetts, New Jersey, Maryland, New York, Delaware, Rhode Island and Pennsylvania.",804908,Nurses & Nurses' Registries,621399,Offices Of All Other Misc Health Practitioners,40,$0 ,employment,,
,Optwize Inc,,,1902 Wright Pl # 200,Carlsbad,CA,92008,,(760) 730-6250,Optwize.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Organizing Resolutions,,,1441 9th Ave # 403,San Diego,CA,92101,Cortez,(619) 356-3523,Organizingresolutions.Com,,,"If you are ready to have someone make a difference in your life by handling your unorganized areas entirely for you, without the stress, Organizing Resolutions with Starks offers many services and solutions to help you do just that! We provide a specialized service that focuses on you, allowing us to tackle those things in your life to-do-list(s), but always seem to fall off your radar due to a lack of time or re-prioritization. We work one-on-one with you from start to finish.  Together, we will conquer the clutter by changing habits and behaviors to help you live a happy, healthy, and purposeful life!  We would love to help you.",738936,Organizing Services-Household & Business,541410,Interior Design Services,1,"$106,000 ",employment,,
,Ostergard Executive Search,,,6965 El Camino Real # 105,Carlsbad,CA,92009,,(760) 494-8034,Search4execs.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Outsource Technical LLC,,,591 Camino DE LA Reina # 929,San Diego,CA,92108,Mission Valley East,(858) 874-5637,Outsourcetechnical.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Palomar Health Downtown Campus,,,555 E Valley Pkwy,Escondido,CA,92025,Central Escondido,(760) 739-3000,Palomarhealth.Org,,,"Founded in 1984, Palomar Pomerado Health is a full-service health care foundation. Based in Escondido, Calif., the foundation offers provides medical services all fields of medicine, including primary and heart care, emergency services, trauma, cancer, women's health and rehabilitation, to name a few. It offers medical services, such as cardiovascular services, Neonatal Intensive Care (NICU), radiation oncology and radiology and imaging solutions, among others. Palomar Pomerado Health provides surgical specialty for cardiothoracic surgery, joint replacement, orthopedic surgery, robotic surgery and spine.",809907,Health Services,621999,All Other Misc Ambulatory Health Care Services,3000,"$398,061,000 ",employment,,
,Partnerships With Ind,,,9560 Pathway St # 1,Santee,CA,92071,,(619) 258-2910,Pwiworks.Org,,,"Established in 1985, PWI is a nonprofit agency that provides job training and placement services for adults with developmental disabilities. Its support services include assessment, job retention, social security and job placement. The agency also provides contract and group services. It also offers individual placement services include job training, and free recruitment and screening. The agency provides job placement in retail, food service, manufacturing and assembly, and custodial and grounds maintenance offices. PWI organizes various recreational activities including holiday, parties, talent shows, picnics, dances, movie outings and bowling. PWI also offers various financial help for underprivileged families. The company is approved by the Commission on Accreditation of Rehabilitation Facilities. The company is located El Cajon and has branches in Oceanside and Chula Vista, Calif.",736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,100,"$9,300,000 ",employment,,
,Pathfinder Group,,,15694 Via Montecristo,San Diego,CA,92127,Black Mountain Ranch,(619) 807-3123,Pathfinderveterans.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,1,"$93,000 ",employment,,
,Pegasus Executive Search,,,1042 N El Camino Real,Encinitas,CA,92024,,(760) 634-4911,Pegsearch.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,4,"$372,000 ",employment,,
,Pegasus Executive Search Firm,,,Encinitas Ranch Town Ctr,Encinitas,CA,92024,,(760) 634-4911,Pegsearch.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,1,"$93,000 ",employment,,
,Pharmatech Professionals,,,2211 Encinitas Blvd # 100,Encinitas,CA,92024,,(760) 753-1775,Pharmatechpro.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Plaza Personnel Svc,,,2423 Camino Del Rio S # 108,San Diego,CA,92108,Mission Valley East,(619) 299-8797,Steveclarklightinginstallations.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Polestar Labs Inc,,,1223 Pacific Oaks Pl # 102,Escondido,CA,92029,Vineyard,(760) 480-2600,Polestarlabs.Com,,,,504906,Laboratory Equipment & Supplies (Whls),423490,Other Professional Equip/Supplies Merchant Whslrs,15,"$16,539,000 ",employment,,
,Porter Group Inc,,,11031 Via Frontera,San Diego,CA,92127,Rancho Bernardo,(925) 658-7878,Portergroup.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Preferred Healthcare Registry,,,9089 Clairemont Mesa Bl # 200,San Diego,CA,92123,Kearny Mesa,(858) 505-0939,Slptemps.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,10,"$930,000 ",employment,,
,Premierehire Staffing,,,2131 Palomar Airport Rd,Carlsbad,CA,92011,,(760) 579-0248,Premierehire.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,4,"$372,000 ",employment,,
,Pridestaff,,,2710 Loker Ave W # 160,Carlsbad,CA,92010,,(760) 438-0161,Pridestaff.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,9,"$837,000 ",employment,,
,Pro Inc,,,2558 Roosevelt St # 200,Carlsbad,CA,92008,,(760) 400-0123,Proinc.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Pro Tax Executive Search,,,12707 High Bluff Dr # 200,San Diego,CA,92130,Carmel Valley,(858) 350-4224,Pro-Taxexecutivesearch.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,1,"$93,000 ",employment,,
,Professional Bartender's Sch,,,370 Mulberry Dr # F,San Marcos,CA,92069,,(760) 471-8400,Probartenderschool.Com,,,,822298,Junior Colleges & Technical Institutes,611210,Junior Colleges,2,$0 ,employment,,
,Professional Recruiting Ofc,,,2558 Roosevelt St # 200,Carlsbad,CA,92008,,(760) 400-0123,Proinc.Com,,,"Welcome to PRO, Inc Professional Recruiting Offices, Inc ( PRO, Inc ) is a nationwide executive search firm, which specializes in Insurance & Employee Benefits and Banking IT areas. Recruiting is a combination of art and science. The art of effective communication skills and the utilization of leading edge search technologies are combined to effectively achieve positive results. Our commitment is to deliver the highest quality executive search services available. We utilize a time tested search methodology, which enables us to effectively source and attract the qualified candidates for your most demanding positions to fill. read more... ' [ We ] have worked with PRO Inc since 2002. [ They have ] taken the time to understand our culture and our business model. This is the kind of company we want to have as a business partner as we grow.' PRO, Inc was incorporated in 1982 in La Jolla, CA. Our primary focus continues to be providing search services to the Insurance & Employee Benefits and Hogan Banking IT arenas. Our staff has nearly 100 years of combined executive search experience.",736105,Executive Search Consultants,561312,Executive Search Services,10,"$930,000 ",employment,,
,Professional Staffing Resource,,,6610 Flanders Dr,San Diego,CA,92121,,(858) 587-7900,Mypsr.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Progressive Search Assoc,,,4653 Carmel Mountain Rd # 308,San Diego,CA,92130,Carmel Valley,(858) 457-7818,Prosearcha.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,2,"$186,000 ",employment,,
,Purcell International Group,,,9635 Granite Ridge Dr # 120,San Diego,CA,92123,Serra Mesa,(858) 292-3280,Purcellintl.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,12,"$1,116,000 ",employment,,
,Qualified Group,,,2411 Fenton St # 101,Chula Vista,CA,91914,Eastlake Business Park,(619) 661-2585,Qualifindgroup.Com,,,,874203,Personnel Consultants,541612,Human Resources Consulting Services,12,"$1,367,000 ",employment,,
,R J Watkins & Co LTD,,,750 B St # 3300,San Diego,CA,92101,Core-Columbia,(619) 299-3094,Rjwatkins.Publishpath.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,3,"$279,000 ",employment,,
,Raserver Inc,,,501 W Broadway # 1280,San Diego,CA,92101,Marina,(619) 515-0771,Raserver.Net,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,REA,,,6336 Greenwich Dr # D,San Diego,CA,92122,University City,(858) 729-0154,Gorea.Com,,,,802101,Dentists,621210,Offices Of Dentists,4,"$557,000 ",employment,,
,Reaction Search Intl,,,402 W Broadway # 2700,San Diego,CA,92101,Core-Columbia,(619) 684-4921,Reactionsearch.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
