ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,SMARTDRAW.COM,Paul,Stannard,9909 Mira Mesa Blvd # 300,San Diego,CA,92131,Scripps Ranch,(858) 225-3300,Smartdraw.Com,,,"Founded in 1994, SmartDraw is one of the leading providers of visual communication software to business, education and government sectors. The world s first visual processor, the company SmartDraw automates the creation of visuals. It provides services to various areas, such as law firms, police departments, health systems and private enterprises of all sizes. Located at San Diego, Calif., the company has been the recipient of the Delloite & Touche Fast 50 Award for five years in a row.'",737206,Computer Software,511210,Software Publishers,34,"$13,994,000 ",,,
,Spec Built Systems Inc,Jill,Callaghan,2150 Michael Faraday Dr,San Diego,CA,92154,Otay Mesa,(619) 661-8100,Specbuilt.Com,,,,737301,Engineers-Systems,541512,Computer Systems Design Services,22,"$4,077,000 ",,,
,Sysintelli Inc,Ravi,Hanumara,9466 Black Mountain Rd # 140,San Diego,CA,92126,Miramar,(858) 271-1600,Sysintelli.Com,,,,737206,Computer Software,511210,Software Publishers,20,"$8,232,000 ",,,
,Systech Corp,Mark,Fowler,10908 Technology Pl,San Diego,CA,92127,Rancho Bernardo,(858) 674-6500,Systech.Com,,,,357702,Computer Peripherals (Mfrs),334118,Computer Terminal/Other Computer Prphrl Equip Mfg,20,"$3,049,000 ",,,
,Systems Integrated,John,Holbrook,8080 Dagget St # 102,San Diego,CA,92111,Kearny Mesa,(858) 277-0700,Systemsintegrated.Com,,,"Located in San Diego, Calif., Systems Integrated is one of the leaders in technology, delivering innovative solutions. Founded in 1974, it offers an array of products, including control panel fabrication, wireless and wired networking, and software. The company also works with leading industry design and consulting firms on a variety of projects in both prime contractor and subcontract roles. Systems Integrated operates in environmental, transit, energy and networking markets. It caters to the needs of power generation, electric utilities, water/wastewater utilities, intelligent traffic systems, communications, etc. The company is in partnership with Adtran Inc. and Proxim Corporation.'",737206,Computer Software,511210,Software Publishers,20,"$8,232,000 ",,,
,Systran Software Inc,Denis,Gachot,4445 Eastgate Mall # 310,San Diego,CA,92121,University City,(858) 457-1900,Systransoft.Com,,,"Located in San Diego, Calif., SYSTRAN Software Inc. is one of the leading machine translation solutions providers in the United States. It offers desktop and server products for home, office and small business enterprises. The company's language translation software helps enterprises and individuals communicate in multiple languages. For more than 40 years, the company has been serving leading global corporations, including Symantec, Cisco, EADS, Yahoo!, Lycos, AtlaVista, the U.S. Intelligence Community and the European Commission. SYSTRAN Software Inc. features on EuroList Paris, Compartiment C and is a member of Euronext's Next Economy Segment. The company has partnerships with Ingram Micro, Navarre Corporation, Alphamosaik and Lingway, to name a few. Its client list includes Avon & Somerset Police, PricewaterhouseCoopers, Lincolnshire County Council, DaimlerChrysler and many more.'",737206,Computer Software,511210,Software Publishers,30,"$12,348,000 ",,,
,Syzygy Technologies Inc,Keith,Sutton,1450 Frazee Rd # 701,San Diego,CA,92108,Mission Valley East,(619) 297-0970,Syzygy-Tech.Com,,,"Established in 1995, Syzygy Technologies Inc. is an Information Technology (IT) services company. It provides engineering services primarily within the department of defense (DoD) market space. Located in San Diego, Calif., the company offers a wide range of engineering services, such as C4ISR systems engineering, software and systems development, network infrastructure design, implementation, checkout, administration and Information assurance and firewall VPN solutions, etc. Syzygy Technologies Inc., an ISO-9001:2008 certified company provides responsive systems integration, software development and software testing services. Its customer list includes the Space and Naval Warfare Systems Command (SPAWAR), SPAWAR Pacific and Atlantic, Military Sealift Command (MSC), Marine Corps, Defense Information Systems Agency (DISA) and Joint service customers.'",737905,Computer Consultants,541512,Computer Systems Design Services,30,"$4,916,000 ",,,
,Tag,Sara,Gilman,1227 Prospect St # 200,La Jolla,CA,92037,Village,(619) 225-9322,Teamtag.Net,,,,872101,Accountants,541211,Offices Of Certified Public Accountants,40,"$5,702,000 ",,,
,Target Solutions,Thom,Woodward,10805 Rancho Bernardo Rd # 200,San Diego,CA,92127,,(858) 592-6880,Targetsolutions.Com,,,,737201,Computer Software-Manufacturers,511210,Software Publishers,40,"$16,464,000 ",,,
,Taylor & Pond,Cindy,Pond,2308 Kettner Blvd # C,San Diego,CA,92101,Harborview,(619) 297-3742,Taylorpond.Com,,,"Taylor & Pond Corporate Communications is a Web design and application development company. Its staff is comprised of project managers, programmers, social media experts and interface designers. The company offers assistance with the development of databases, unique applications, social media plans and strategic design solutions. Taylor & Pond Corporate Communications also provides Web site design, architecture and organization services. It offers solutions for the automatic generation of thumbnail images. Taylor & Pond Corporate Communications provides software to set permissions for groups and users. The company offers services to add and edit e-mail contents. In addition, it assists to import and display a variety of image formats.'",737311,Website Design Service,541512,Computer Systems Design Services,20,"$3,707,000 ",,,
,Tc Technology,,,2231 Faraday Ave # 140,Carlsbad,CA,92008,,(760) 929-8345,Tctechnology.Com,,,,493902,Utilities,541618,Other Management Consulting Services,40,"$16,125,000 ",,,
,Tech 4 Learning Inc,David,Wagner,10981 San Diego Mission # 120,San Diego,CA,92108,Grantville,(619) 283-6028,Tech4learning.Com,,,,573407,Computer & Equipment Dealers,443142,Electronic Stores,20,"$5,315,000 ",,,
,Technical Differences,James D,Witschger,5256 S Mission Rd # 210,Bonsall,CA,92003,,(760) 941-5800,People-Trak.Com,,,,737206,Computer Software,511210,Software Publishers,27,"$11,113,000 ",,,
,Technology Thinkers,Mike,Cianflone,7950 Silverton Ave # 202,San Diego,CA,92126,Miramar,(858) 529-5000,Technologythinkers.Com,,,,737415,Internet Service,518210,"Data Processing, Hosting & Related Services",20,"$4,812,000 ",,,
,TEL Tech Plus Inc,Greg,Sterns,393 Enterprise St,San Marcos,CA,92078,,(760) 510-1323,Ttp-Us.Com,,,"Established in 1983, Tel Tech Plus offers computer services to its customers. Located in San Marcos, Calif., the company has expertise in areas, such as building construction, tenant improvements, construction management, outside plant infrastructure engineering, design, construction and installation, inside plant infrastructure design and installation and many more. Tel Tech Plus serves a range of customers that include Hewlett Packard, AT&T, Gemological Institute of America, Cox Communications, Time Warner, TW Telecom, Amylin Pharmaceuticals, Clemons Electric and many more.'",737206,Computer Software,511210,Software Publishers,40,"$16,464,000 ",,,
,Thermo Fisher Scientific Inc,,,1610 Faraday Ave,Carlsbad,CA,92008,,(760) 431-8140,Thermofisher.Com,,,,283601,Biological Products (Mfrs),325414,Biological Product (Except Diagnostic) Mfg,35,"$42,262,000 ",,,
,Thermo Fisher Scientific Inc,,,5823 Newton Dr,Carlsbad,CA,92008,,(760) 918-0135,Thermofisher.Com,,,,283601,Biological Products (Mfrs),325414,Biological Product (Except Diagnostic) Mfg,35,"$42,262,000 ",,,
,Tierra Net,Brian,Scott,14284 Danielson St # 101,Poway,CA,92064,,(858) 560-9416,Tierra.Net,,,,737415,Internet Service,518210,"Data Processing, Hosting & Related Services",31,"$7,458,000 ",,,
,Tridea Partners,Andy,Collins,420 Stevens Ave # 350,Solana Beach,CA,92075,Solana Beach,(858) 755-3700,Trideapartners.Com,,,,737104,Data Systems Consultants & Designers,541511,Custom Computer Programming Services,30,"$4,279,000 ",,,
,Trident Technologies Inc,,,8885 Rehco Rd,San Diego,CA,92121,Sorrento Valley,(619) 688-9600,Tridenttech.Com,,,,738984,Water Treatment Equip Svc & Supls,561499,All Other Business Support Services,25,"$2,637,000 ",,,
,Truepath Christian Web Hosting,,,334 Via Vera Cruz,San Marcos,CA,92078,,(760) 705-4022,Truepath.Com,,,,737417,Website Hosting,518210,"Data Processing, Hosting & Related Services",20,$0 ,,,
,TSG Solutions Inc,John,Iffland,2701 Loker Ave W # 110,Carlsbad,CA,92010,,(760) 827-7087,Tsginc.Com,,,"Tactical Survey Group is a privately owned technology company that offers preplanned facility information to emergency responders. It integrates high-resolution spherical images with Web capabilities using patented technologies. The company offers a Tactical Survey system that provides facility familiarization and post-event recovery and analysis information. Tactical Survey Group s systems are used for the mapping of facilities and to provide details on site location, building construction, communications and contact information, utility shutoff locations, ingress videos, 360  aerial imagery and landing zones. The company s clients include NASA, SCRA, Wackenhut Services, U.S. Air Force, the Department of Transportation, Department of Defense and Department of Energy. Tactical Survey Group is located in San Bernardino, Calif.'",737108,Computer-Software Developers,541511,Custom Computer Programming Services,49,$0 ,,,
,Verint Systems Inc,,,10525 Vista Sorrento Pkwy # 30,San Diego,CA,92121,Sorrento Valley,(858) 558-2102,Verint.Com,,,"Incorporated in 1994, Verint Systems Inc. is one of the leading providers of Actionable Intelligence solutions and services for enterprise workforce optimization and security intelligence in the world. It serves more than 10,000 organizations in over 150 countries, including various Fortune 100 companies that utilize its solutions to capture, distill, and analyze complex and underused information sources. Based in San Diego, Calif., the company's workforce optimization solutions help organizations enhance customer service operations in contact centers, branches and back-office environments.'",737206,Computer Software,511210,Software Publishers,40,"$16,464,000 ",,,
,Vision Infosoft,John,Evans,1915 Aston Ave,Carlsbad,CA,92008,,(760) 579-0334,Visioninfosoft.Com,,,"Based in Carlsbad, Calif., Vision InfoSoft Corporation is one of the leading software and information service contracting firms across the United States. The firm distributes a gamut of electrical and plumbing software products, including estimating, billing, pricing and more. It also features a variety of website designing, hosting, graphic designing facilities. Vision InfoSoft Corporation conducts an office personal training, web based training facility as well as online demo service facility. The firm caters to electrical and plumbing construction industries.'",737206,Computer Software,511210,Software Publishers,34,"$13,994,000 ",,,
,Visualnet Media Inc,Greg,Wilson,6602 Fiona Pl,Carlsbad,CA,92011,,(760) 476-9738,Visualnetmedia.Com,,,,737417,Website Hosting,518210,"Data Processing, Hosting & Related Services",20,"$4,812,000 ",,,
,VM Racks,,,334 Via Vera Cruz,San Marcos,CA,92078,,(760) 705-4022,Vmracks.Com,,,,737417,Website Hosting,518210,"Data Processing, Hosting & Related Services",20,$0 ,,,
,Volt Technical Svc,Chris,Cotter,7490 Opportunity Rd # 300,San Diego,CA,92111,Kearny Mesa,(858) 244-5003,Volt.Com,,,,737109,Information Technology Services,541511,Custom Computer Programming Services,20,"$2,853,000 ",,,
,Votec,John,Medcalf,10920 Via Frontera # 110,San Diego,CA,92127,Rancho Bernardo,(858) 674-5532,Votec.Net,,,,737206,Computer Software,511210,Software Publishers,27,"$11,113,000 ",,,
,Wamar Technologies LLC,Allen,Johnston,6747 Gateway Park Dr,San Diego,CA,92154,Otay Mesa,(619) 710-8040,Wamartech.Com,,,,737109,Information Technology Services,541511,Custom Computer Programming Services,20,"$2,853,000 ",,,
,Web Design Solutions Inc,Emily,Hargett,3760 Convoy St # 340,San Diego,CA,92111,Kearny Mesa,(619) 278-0871,Webdesignsolutions.Com,,,,737311,Website Design Service,541512,Computer Systems Design Services,25,"$4,633,000 ",,,
,Wireless Works,Kevin,Mc Allister,160 N El Camino Real,Encinitas,CA,92024,,(760) 944-3434,Wirelessworks.Biz,,,,481207,Cellular Telephones (Services),517312,Wireless Telecomms Carriers (Except Satellite),20,"$18,221,000 ",,,
,Youreeeka,Lenny,Magill,4585 Murphy Canyon Rd,San Diego,CA,92123,Kearny Mesa,Not Available,Instantmakeuptips.Com,,,,737201,Computer Software-Manufacturers,511210,Software Publishers,27,"$11,113,000 ",,,
,Zoovy Inc,Brian,Horakh,5868 Owens Ave # 150,Carlsbad,CA,92008,,(760) 692-2093,Commercerack.Com,,,"Founded in 2000, Zoovy Inc. provides e-commerce software and services for online businesses. The company also provides web stores and automated online selling systems. Located in Carlsbad, Calif., Zoovy Inc.'s products automate the web design, sales, inventory, shipping, and accounting processes. The company offers online storefronts and auction management tools for small merchants and large wholesalers/retailers. It has partnered with a number of e-commerce industry names, such as Amazon, eBay, Quickbooks, FedEx, UPS and many more.'",737415,Internet Service,518210,"Data Processing, Hosting & Related Services",30,"$7,217,000 ",,,
,Company Name,,,Address,City,State,ZIP Code,Neighborhood,Phone Number Combined,Website,,,Company Description,Primary SIC Code,Primary SIC Description,Primary NAICS,Primary NAICS Description,Location Employee Size Actual,Location Sales Volume Actual,,,
,1 App Works,,,2223 Avenida DE LA Playa # 120,La Jolla,CA,92037,La Jolla Shores,(858) 900-2639,Insider-Sandiego.Com,,,,737108,Computer-Software Developers,541511,Custom Computer Programming Services,12,"$1,712,000 ",,,
,1903 Solutions LLC,,,6440 Lusk Blvd # 203,San Diego,CA,92121,Sorrento Valley,(734) 661-3321,1903solutions.Com,,,,737398,Computer Integrated Systems Design,541512,Computer Systems Design Services,11,"$2,039,000 ",,,
,2S2 Inc,,,1330 Specialty Dr # A,Vista,CA,92081,,(760) 599-9225,2s2.Com,,,,737902,Electronics-Consultants,541512,Computer Systems Design Services,10,"$1,639,000 ",,,
,4n6xprt Systems,,,8387 University Ave,La Mesa,CA,91942,,(619) 464-3478,4n6xprt.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,A2E Technologies,,,7585 Ronson Rd # 102,San Diego,CA,92111,Kearny Mesa,(858) 560-6600,A2etechnologies.Com,,,,737103,Computers-System Designers & Consultants,541511,Custom Computer Programming Services,10,"$1,427,000 ",,,
,Abaci International,,,9948 Hibert St # 100,San Diego,CA,92131,Scripps Ranch,(858) 566-1859,Abaci.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Adage Software Inc,,,9968 Hibert St # 101,San Diego,CA,92131,Scripps Ranch,(858) 776-2157,Departedstars.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Advance Solutions & Consulting,,,215 S Highway 101 # 204,Solana Beach,CA,92075,Solana Beach,(858) 755-9200,Solutionsco.Com,,,,737206,Computer Software,511210,Software Publishers,10,"$4,116,000 ",,,
,Advanced Coherent Technology,,,2830 Shelter Island Dr,San Diego,CA,92106,Roseville - Fleet Ridge,(619) 501-1155,Advanced-Coherent.Com,,,,737911,Computers-Support Services,541519,Other Computer Related Services,12,"$1,967,000 ",,,
,Advanced Networks Inc,,,8940 Activity Rd # F,San Diego,CA,92126,Miramar,(858) 695-6400,Aniservices.Com,,,,737314,Internet Svcs-Network Designers/Conslnt,541512,Computer Systems Design Services,19,"$3,521,000 ",,,
,Affordable Printer Care,,,8515 Arjons Dr # D,San Diego,CA,92126,Miramar,(858) 547-6868,Affordableprintercare.Com,,,,737801,Computers-Service & Repair,811212,Computer & Office Machine Repair & Maintenance,10,"$1,527,000 ",,,
,After Dark Grafx,,,740 13th St # 323,San Diego,CA,92101,East Village,(619) 702-7377,Afterdarkgrafx.Com,,,,733603,Graphic Designers,541430,Graphic Design Services,10,"$852,000 ",,,
,Agricultural Software,,,2726 Shelter Island Dr # 600,San Diego,CA,92106,La Playa,(619) 226-2600,Agriculturalsoftwareconsultants.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Airnav Systems,,,4660 LA Jolla Village Dr,San Diego,CA,92122,University City,(619) 330-2482,Airnavsystems.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Alero Technology Inc,,,11622 El Camino Real # 100,San Diego,CA,92130,Carmel Valley,(858) 720-8575,Alerotech.Com,,,,737109,Information Technology Services,541511,Custom Computer Programming Services,10,"$1,427,000 ",,,
,Alta Solutions Inc,,,,Del Mar,CA,92014,,(858) 753-0075,Altasol.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Amberautomation Amber Atmtn,,,9880 N Magnolia Ave # 194,Santee,CA,92071,,(619) 258-8700,Amberautomation.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,App Tech Corp,,,2011 Palomar Airport Rd # 102,Carlsbad,CA,92011,,(760) 707-5955,Apptechcorp.Com,,,,737109,Information Technology Services,541511,Custom Computer Programming Services,0,$0 ,,,
,Aradiant Corp,,,9370 Chesapeake Dr,San Diego,CA,92123,Kearny Mesa,(858) 654-9062,Aradiant.Net,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Arkeia Software Inc,,,1808 Aston Ave # 235,Carlsbad,CA,92008,,(760) 431-1319,Arkeia.Com,,,"Arkeia Software, founded in 1996, is a provider of backup solutions for networked systems. The company serves clients in the United States, Canada, Australia and China. It offers data protection software, as well as physical and virtual appliances to companies worldwide. Arkeia Software also provides single-backup-server solutions. The company s software, Arkeia Network Backup, supports platforms including Linux, Macintosh and Netware. Its clients include Diebold, Incorporated and NASA. The company serves clients in the education and government sectors. In addition, it offers consulting services. The company s products safeguard more than 100,000 networks for over 6,000 customers in nearly 50 countries. Its suite software includes file, application, database and virtual machine agents. Arkeia Software publishes a quarterly newsletter.",737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Aspirant Technologies Inc,,,11835 Carmel Mountain Rd #1304,San Diego,CA,92128,Carmel Mountain,(858) 618-1891,Aspirantinc.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Asteres Inc,,,4110 Sorrento Valley Blvd # A,San Diego,CA,92121,Sorrento Valley,(858) 777-8600,Asteres.Com,,,,512203,Pharmaceutical Products-Wholesale,424210,Drugs & Druggists' Sundries Merchant Wholesalers,18,"$39,373,000 ",,,
,At 360 Inc,,,7905 Silverton Ave # 114,San Diego,CA,92126,Miramar,(858) 549-7654,Uemail.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Athletic & Fitness Dept,,,2375 Recreation Way,San Diego,CA,92136,,(619) 556-8913,Navylifesw.Com,,,,799101,Health Clubs Studios & Gymnasiums,713940,Fitness & Recreational Sports Centers,10,"$465,000 ",,,
,Atlas Technologies,,,4250 Pacific Hwy # 105,San Diego,CA,92110,Midway District,(619) 222-0921,Atlas-Tech.Com,,,"Atlas Technologies, Inc specializes in Network Management and provides innovative concepts, state of the art technology and economic solutions for government and industry requirements. Atlas Technologies, Inc is committed to total customer satisfaction. The essential value we offer is our ability to combine a vast array of specific skills with years of experience concerning a variety of hardware platforms, manufacturers and software packages. The employees of Atlas Technologies, Inc have a thorough knowledge of legacy military systems as well as leading edge technologies. Their combined experience and training gives Atlas Technologies, Inc the capability to provide a complete range of software and network engineering services.",737109,Information Technology Services,541511,Custom Computer Programming Services,12,"$1,712,000 ",,,
,Atomic8ball,,,10920 Via Frontera,San Diego,CA,92127,Rancho Bernardo,(760) 237-8599,Atomic8ball.Com,,,"From initial web design to hosting, content management, search engine optimization, a powerful e-newsletter and social media management, Atomic8Ball is your partner for success on the web. You will find our hosting solution with ongoing maintenance and optimization ensures that your site is fresh, alive and always current.  From e-commerce to custom programmed web applications, we provide a complete solution including continued help and support. The web doesn't have to be complicated - Atomic8Ball can help:      simplify web updates and maintenance with a comprehensive hosting package     increase your footprint on the web with our social media management     bring your customers back to your site, again and again  Our mission is to provide fully managed web services that actually make business easier for you.",737311,Website Design Service,541512,Computer Systems Design Services,10,"$1,854,000 ",,,
,Auto Fusion Inc,,,9605 Scranton Rd # 450,San Diego,CA,92121,Sorrento Valley,(858) 270-9444,Autofusion.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Autofusion,,,9605 Scranton Rd,San Diego,CA,92121,Sorrento Valley,(858) 824-9081,Autofusion.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Awarepoint Corp,,,600 W Broadway # 250,San Diego,CA,92101,Core-Columbia,(858) 345-5000,Awarepoint.Com,,,,737206,Computer Software,511210,Software Publishers,18,$0 ,,,
,Axispointe,,,2030 Gillespie Way # 107,El Cajon,CA,92020,,Not Available,Axispointe.Com,,,,737206,Computer Software,511210,Software Publishers,11,"$4,528,000 ",,,
,Axure Software Solutions Inc,,,311 4th Ave # 617,San Diego,CA,92101,Gaslamp,(415) 651-9527,Axure.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Bare Reef,,,2845 Nimitz Blvd # B,San Diego,CA,92106,Roseville - Fleet Ridge,(805) 637-5359,Lush-Entertainment.Com,,,,737108,Computer-Software Developers,541511,Custom Computer Programming Services,10,"$1,427,000 ",,,
,Bayside Networks Com Inc,,,4182 Sorrento Valley Blvd # L,San Diego,CA,92121,Sorrento Valley,(858) 654-4080,Baysidenetworks.Com,,,,737103,Computers-System Designers & Consultants,541511,Custom Computer Programming Services,10,"$1,427,000 ",,,
,Bedrock Technology Partner,,,11772 Sorrento Valley Rd # 252,San Diego,CA,92121,Torrey Preserve,(858) 755-4466,Bedrock-Tech.Com,,,"About Bedrock Technology Partners Founded in 2007 by Alison Cappellazzo, Bedrock Technology Partners, LLC is a qualified Woman Owned Enterprise based in California. We have assembled an outstanding team of IT executives, engineers and technicians which has helped us quickly establish a solid reputation as an innovator and leader in Information Technology. Our team has years of experience architecting, implementing and supporting IT solutions for Fortune 1000 corporations, large and small enterprises, government agencies and educational institutions. We have premier partnerships with the leading manufacturers in our industry, and we value the trust they place in us. By being selective in the products and solutions that we represent, we are able to invest in extensive training to ensure that we are experts in the technologies that we believe are the best available on the market. Additionally, all of our technology partners offer complimentary solutions to one another, enabling us to deliver simplified integrations, operational efficiencies and strong foundations for our clients to build on. With a strategic approach to partnerships, we are able to deliver the most effective solution for your business today while helping you plan for the future. Our vision, values and philosophy has helped fuel our remarkable growth, making us one of the fastest growing Value-Added Resellers in the nation. Our consistent financial growth provides our clients with the strength and stability required to maintain long term relationships.",737109,Information Technology Services,541511,Custom Computer Programming Services,10,"$1,427,000 ",,,
,Bejeweled Software Inc,,,14677 Via Bettona # 110 Pmb 13,San Diego,CA,92127,Black Mountain Ranch,(858) 367-8236,Bejeweledsoftware.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Benefits Corp,,,402 W Broadway # 1815,San Diego,CA,92101,Core-Columbia,(619) 544-1321,Benefitscorporation.Com,,,,737106,Programming,541511,Custom Computer Programming Services,10,"$1,427,000 ",,,
,Beyond Ordinary Software Sltns,,,16955 Via Del Campo # 125,San Diego,CA,92127,Rancho Bernardo,(858) 674-4400,I-Isolutions.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Beyondsoft Inc,,,4370 LA Jolla Village Dr,San Diego,CA,92122,University City,(858) 623-9588,Beyondsoft.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Binarylabs Inc,,,4425 Bayard St # 220,San Diego,CA,92109,Pacific Beach,(858) 274-8520,Geoquesting.Com,,,,737307,Computers-Multimedia,541512,Computer Systems Design Services,16,"$2,965,000 ",,,
,Bird Rock Systems,,,9605 Scranton Rd # 402,San Diego,CA,92121,Sorrento Valley,(858) 777-1617,Birdrockusa.Com,,,,472402,Travel Agencies & Bureaus,561510,Travel Agencies,11,"$1,173,000 ",,,
,Bizclik Media LTD,,,3394 Carmel Mountain Rd # 250,San Diego,CA,92121,,(760) 827-7800,Whitedm.Com,,,,737206,Computer Software,511210,Software Publishers,18,$0 ,,,
,Blair Sign Programs,,,2735 Via Orange Way # 105,Spring Valley,CA,91978,,(619) 660-9166,Blairsign.Net,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Blue Bear Software,,,10182 Telesis Ct # 100,San Diego,CA,92121,Sorrento Valley,(858) 486-1100,Bluebearsoft.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Blue Sage Software,,,12463 Rancho Bernardo Rd,San Diego,CA,92128,Rancho Bernardo,(973) 366-1900,Bluesagesoftware.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Bonjoy Software,,,510 Market St # 301,San Diego,CA,92101,Gaslamp,Not Available,Bonjoy.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Brendan Technologies Inc,,,1947 Camino Vida Roble # 215,Carlsbad,CA,92008,,(760) 929-7500,Brendan.Com,,,"Brendan Technologies, through its operating divisions, Omni Gear and Butler Products, designs, manufactures and distributes power transmissions and trailer and implement components for agricultural, construction and industrial applications. Its Gear division designs, manufactures and distributes enclosed gear drives utilizing straight bevel, spur, spiral bevel, helical and worm gearing. Butler Products designs, manufactures and distributes jacks and couplers for trailers, agricultural implements, loading dock safety equipment and a wide variety of specialty applications. Brendan Technologies has corporate headquarters in Houston and operates manufacturing facilities in Texas, Kentucky, Oklahoma and China.",737108,Computer-Software Developers,541511,Custom Computer Programming Services,12,$0 ,,,
,Brightpoint Consulting Inc,,,3326 Cabo Way,Carlsbad,CA,92009,,(760) 634-7657,Brightpointinc.Com,,,,737108,Computer-Software Developers,541511,Custom Computer Programming Services,10,"$1,427,000 ",,,
,Brink Software,,,11545 W Bernardo Ct # 150,San Diego,CA,92127,Rancho Bernardo,Not Available,Brinksoftware.Com,,,,737206,Computer Software,511210,Software Publishers,18,$0 ,,,
,Burning Glass Technologies LLC,,,4330 LA Jolla Village Dr,San Diego,CA,92122,University City,(617) 227-4800,Burning-Glass.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Cad Design Inc,,,4858 Mercury St # 103,San Diego,CA,92111,Kearny Mesa,(858) 668-3505,Caddesignsd.Com,,,,367201,Printed & Etched Circuits-Mfrs,334412,Bare Printed Circuit Board Manufacturing,18,"$2,689,000 ",,,
,Careercast Inc,,,5963 LA Place Ct # 100,Carlsbad,CA,92008,,(760) 602-9502,Adicio.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Centrexit,,,3934 Murphy Canyon Rd,San Diego,CA,92123,Kearny Mesa,(619) 651-8700,Centrexit.Com,,,"Our locally based technology professionals provide outsourced IT service, support, security and leadership for small and medium-sized businesses in the greater San Diego area. CentrexIT's successful buildIT, manageIT, cloudIT, and growIT model incorporates best-in-class solutions to establish stable, scalable and secure environments. Our IT leadership incorporates technology strategy and planning (CIO services).",737109,Information Technology Services,541511,Custom Computer Programming Services,17,"$2,425,000 ",,,
,Ceo Juice,,,3725 Wellborn St,San Diego,CA,92103,Midtown,Not Available,Ceojuice.Com,,,,737206,Computer Software,511210,Software Publishers,11,"$4,528,000 ",,,
,Chip Merchant,,,5560 Ruffin Rd # 1a,San Diego,CA,92123,Kearny Mesa,(858) 268-4774,Thechipmerchant.Com,,,"Based in San Diego, California, The Chip Merchant is an IT company committed to providing customers with the most leading-edge technology, services and solutions to meet or exceed their requirements. We offer a wide range of of IT services & solutions, including Managed IT services, Help Desk support, IT consulting, custom OEM builds, website services, computer (Windows or Mac) repair, and more. Call The Chip Merchant at (800) 808-2447 whenever you need anything IT.",737801,Computers-Service & Repair,811212,Computer & Office Machine Repair & Maintenance,12,"$1,833,000 ",,,
,Cimmaron Software,,,12396 World Trade Dr,San Diego,CA,92128,Carmel Mountain,(858) 385-1291,Cimmaronsoftware.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Clinicomp,,,9655 Towne Centre Dr,San Diego,CA,92121,University City,(858) 646-2000,Clinicomp.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Cloud9 Real Time,,,8080 Dagget St # 220,San Diego,CA,92111,Kearny Mesa,(888) 869-0076,Cloudninerealtime.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,CMS Duplication Inc,,,9370 Waples St,San Diego,CA,92121,Sorrento Valley,(858) 587-9756,Cmsduplication.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Coleadium Inc,,,5963 LA Place Ct # 208,Carlsbad,CA,92008,,(760) 888-0229,Coleadium.Com,,,,737206,Computer Software,511210,Software Publishers,18,"$7,409,000 ",,,
,Complipoint,,,10920 Via Frontera # 400,San Diego,CA,92127,Rancho Bernardo,(858) 674-6100,Complipoint.Com,,,,737206,Computer Software,511210,Software Publishers,11,"$4,528,000 ",,,
