ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,Calif Garden Magazine,,,1650 El Prado # 105,San Diego,CA,92101,Balboa Park,(619) 232-5762,Sdfloral.Org,,,,272102,Publishers-Periodical (Mfrs),511120,Periodical Publishers,20,"$5,023,000 ",,,
,California Biotest,,,711 Mission Ave # 343,Oceanside,CA,92054,Downtown Oceanside,(760) 859-3096,Calbiotest.Com,,,,283598,In-Vitro/In-Vivo Diagnostic Sbstnc,325413,In-Vitro Diagnostic Substance Manufacturing,35,"$28,497,000 ",,,
,California Metal Svc Inc,,,1428 Mission Rd,Escondido,CA,92029,Vineyard,(760) 741-6300,Cmsmetals.Com,,,,509312,Recycling Centers (Whls),423930,Recyclable Material Merchant Wholesalers,30,"$36,055,000 ",,,
,California Sensor Corp,,,2075 Corte Del Nogal # P,Carlsbad,CA,92011,,(760) 438-0525,Calsense.Com,,,,352310,Irrigation Systems & Equipment-Mfrs,333111,Farm Machinery & Equipment Manufacturing,20,"$6,153,000 ",,,
,Camper & Trailer Outlets,,,8841 Winter Gardens Blvd # 8,Lakeside,CA,92040,,(619) 442-4703,Camping-Trailers.Com,,,"Camper & Trailer Outlet offers sales, rentals and consignments of recreational vehicles in Southern California. The company offers various trailers on rent, including tent trailer, travel trailer, toy hauler, and motor home. It also offers new and pre-owned trailers for sale, including live-in trailers, toy haulers, tent trailers, truck campers, fifth wheels, Aliner and Hilo.  Camper & Trailer Outlet also offers Alpenlite truck campers from Western RV. Alpenlite truck campers utilize aluminum framing and vacuum-bonded wall design and are available for sale and rent. Camper & Trailer Outlet is located in El Cajon, Calif., and serves Los Angeles, Orange, and San Diego counties in California.",371101,Recreational Vehicles & Campers-Mfrs,336112,Light Truck & Utility Vehicle Manufacturing,20,"$20,650,000 ",,,
,Canvas Concepts,,,649 Anita St # A2,Chula Vista,CA,91911,Otay Town,(619) 424-3428,Canvasstore.Com,,,"Canvas Concepts is one of the largest canvas manufacturing facilities in California. The firm offers awnings, canopies, shade structures, truck tarps, banners and flags, equipment covers, industrial enclosures, wind and shade screens, canvas bags, and car ports. It also offers car covers, marine canvas, dividers, strip and weld curtains, umbrella recovers, and fabric welding services. The firm provides a wide variety of aluminum and canvas awnings made from fabrics by manufacturers, including Sunbrella, Dickson and Weblon. It also offers shade, patio and custom canopies, custom and standard truck tarps, and different kinds of shade structures. Canvas Concepts is located in Chula Vista, Calif.",221106,Canvas-Manufacturers,313210,Broadwoven Fabric Mills,20,"$2,802,000 ",,,
,Canyon Graphics,,,6680 Cobra Way,San Diego,CA,92121,Sorrento Valley,(858) 646-0444,Canyongraphics.Com,,,"Canyon Graphics, founded in 1981, offers a range of engineering and fabrication services. Its services include in-mold labeling, screen printing, laminating, forming, precision die cutting, injection molding, thermoforming, flexography, and 2-D and 3-D precision trimming. The company offers customized manufacturing of a wide variety of products that include name plates, film components, display lenses, membrane switches, resin doming and insulators. Additionally, Canyon Graphics offers manufacturing of various other products that include transparent windows, custom laminates, foam, gaskets, etched copper films, air baffles, adhesive components, antennas, spacers, lexan overlays and metal photo etched parts. The company s office is located in San Diego.",275910,Labels (Mfrs),323111,Commercial Printing (Except Screen & Books),30,"$4,501,000 ",,,
,Career Cap Corp,,,1680 Industrial Blvd,Chula Vista,CA,91911,Otay Town,(619) 575-2277,Careercap.Com,,,"We are a fully vertical US based textile manufacturer specializing in custom logo headwear. Trust Career Cap to produce your orders for custom headwear and accessories. Career Cap Corporation has an opening for a Product Design Specialist it's facility in Chula Vista, CA!",235303,Hats Caps & Millinery (Mfrs),315990,Apparel Accessories & Other Apparel Manufacturing,24,"$1,121,000 ",,,
,Carlsbad Technology Inc,,,5923 Balfour Ct,Carlsbad,CA,92008,,(760) 431-7968,Carlsbadtech.Com,,,,512203,Pharmaceutical Products-Wholesale,424210,Drugs & Druggists' Sundries Merchant Wholesalers,35,"$76,557,000 ",,,
,Lenco Equipment Co,,,6470 Federal Blvd,Lemon Grove,CA,91945,Lemon Grove,(619) 287-2500,Lencoracing.Com,,,"Established in 1970, Lenco Racing Transmissions is a manufacturer and supplier of automobile parts, internal combustion engines and industrial machinery. Located in Lemon Grove, Calif. it offers a range of automobile parts, including gear reducer, couplers, billet steel spools, floater axles, billet lockers, input shafts, throwout bearings and bellhousing cross shaft, arm and fork. In addition, it offers a range of products to harness up to 2500 HP, such as CSI Standard Design, Lencodrive Automative, CS2 and CS3 New Generation, Boat Transmissions and Boat Clutches and ST 1200 Street Strip.",371401,Automobile Parts & Supplies-Mfrs,336390,Other Motor Vehicle Parts Manufacturing,30,"$8,738,000 ",,,
,O & J Growers,,,1313 Lake Dr,Encinitas,CA,92024,,(760) 943-8100,Ojgrowers.Com,,,,519304,Florists-Wholesale,424930,"Flower, Nursery Stock/Florists Supls Mrchnt Whlsrs",20,"$12,065,000 ",,,
,Oak Creek Energy Systems Inc,,,500 LA Terraza Blvd # 350,Escondido,CA,92025,Central Escondido,(760) 975-0910,Oces.Com,,,,382202,Energy Equipment Systems-Supplies (Mfrs),334512,Automatic Environmental Control Manufacturing,20,$0 ,,,
,Oasis Materials Corp,,,12131 Community Rd # D,Poway,CA,92064,,(858) 486-8846,Oasismaterials.Com,,,,506519,Electronic Equipment & Supplies-Whls,423690,Other Electronic Parts & Equipment Merchant Whlsrs,40,"$61,118,000 ",,,
,Ocean Enterprises,,,7710 Balboa Ave # 101,San Diego,CA,92111,Kearny Mesa,(858) 712-3464,Oceanenterprises.Com,,,"Ocean Enterprises is one of the Southern California's largest full-service dive centers. Based in San Diego, Calif., it offers facilities, including scuba diving classes, scuba travel, repair/scuba gear rental department, as well as corporate and community programs. The dive center is a 5-Star PADI (Professional Association of Diving Instructors) IDC Center with a highly trained sales staff. Over 13 years, it has been caters with a full line of brand name SCUBA and snorkeling gear. The dive center also offers special sales, dive club, dive events, beach clean ups and many more.",394923,Sporting & Athletic Goods NEC (Mfrs),339920,Sporting & Athletic Goods Manufacturing,40,"$16,534,000 ",,,
,Office Furniture Outlet Div,,,8840 Miramar Rd # C,San Diego,CA,92126,Miramar,(858) 271-9700,Sdofficefurniture.Com,,,,502112,Office Furniture & Equip-Dealers (Whls),423210,Furniture Merchant Wholesalers,34,"$34,045,000 ",,,
,Olson Industry System,,,10910 Wheatlands Ave,Santee,CA,92071,,(619) 562-3100,Olsonirrigation.Com,,,,399903,Manufacturers,339999,All Other Miscellaneous Manufacturing,35,"$10,478,000 ",,,
,Olson Irrigations Systems,,,10910 Wheatlands Ave,Santee,CA,92071,,(619) 562-3100,Olsonirrigation.Com,,,,508305,Irrigation Systems & Equipment (Whls),423820,Farm & Garden Machinery & Equip Merchant Whlsrs,20,"$24,380,000 ",,,
,Omni Motion Inc,,,2888 Loker Ave E # 208,Carlsbad,CA,92010,,(760) 242-6452,Breg.Com,,,"Omni Motion Inc. is a full-service provider of specialty orthopedic rehabilitation equipment. The company offers a wide range of equipment, such as cryotherapy, dynamic and static progressive orthotics, electrotherapy, as well as bracing and other specialty orthopedic rehabilitation equipment. Based in Apple Valley, Calif., it offers controlled passive motion (CPM) products for knee, shoulder, elbow, hand and wrist and ankle. In addition, Omni Motion Inc. offers post-operation and therapy products along with traction and compression pumps.",384101,Surgical Instruments-Manufacturers,339112,Surgical & Medical Instrument Manufacturing,35,"$14,213,000 ",,,
,Onco Sec Medical Inc,,,5820 Nancy Ridge Dr,San Diego,CA,92121,Sorrento Valley,(855) 662-6732,Oncosec.Com,,,,283407,Laboratories-Pharmaceutical (Mfrs),325412,Pharmaceutical Preparation Manufacturing,25,$0 ,,,
,One Stop Systems Inc,,,2235 Enterprise St # 110,Escondido,CA,92029,Vineyard,(760) 745-9883,Onestopsystems.Com,,,"One Stop Systems is one of the leading manufacturers of industrial-grade computing systems and components in the United States. It designs and manufactures PCI Express-based products. The company offers computer modules and systems for telecommunication, defense, security and imaging applications. One Stop Systems provides enclosures, backplanes, central processing unit boards, removable hard disks and floppy drives. It offers power supplies, face plates, filler panels, carrier boards, rack stands and servers. The company also provides expansion systems and military and defense enclosures. One Stop Systems offers host adapters, expansion kits and disk arrays. It maintains a sales department and provides technical support services. The company operates a network of international distributors.",357101,Computers-Electronic-Manufacturers,334111,Electronic Computer Manufacturing,36,"$24,307,000 ",,,
,Oopsy Daisy-Fine Art For Kids,,,789 Gateway Center Way,San Diego,CA,92102,Mt Hope,(619) 262-1967,Oopsydaisy.Com,,,"Oopsy Daisy delivers engaging kids wall art and room decor that provides bright, enriching, and supportive surroundings for babies, children, and young adults. We use quality materials, partner with talented artists, and construct this memorable artwork using the giclee printing process here in the United States.",899912,Artists-Fine Arts,711510,"Independent Artists, Writers & Performers",29,"$4,770,000 ",,,
,Orco Block Co,,,3501 Oceanside Blvd,Oceanside,CA,92056,Ivey Ranch - Rancho Del Oro,(760) 757-1780,Orco.Com,,,,327101,Concrete-Block & Brick (Mfrs),327331,Concrete Block & Brick Manufacturing,35,"$14,773,000 ",,,
,Orfila Vineyards,,,13455 San Pasqual Rd,Escondido,CA,92025,San Pasqual,(760) 738-6500,Orfila.Com,,,,208401,Wineries (Mfrs),312130,Wineries,33,"$5,082,000 ",,,
,Oxyheal Medical Systems Inc,,,3224 Hoover Ave,National City,CA,91950,National City,(619) 336-2020,Oxyheal.Com,,,,384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,25,"$10,152,000 ",,,
,Pacific Aerospace Consltng Inc,,,1940 Garnet Ave # 200,San Diego,CA,92109,Pacific Beach,(858) 456-5296,Pacificaerospaceconsulting.Com,,,,381201,Aerospace Industries (Mfrs),334511,Search Detection & Navigation Instruments,30,"$6,880,000 ",,,
,Pacific Manufactured Homes,,,145 S Bent Ave,San Marcos,CA,92078,,(951) 727-0455,Kristihearn.Com,,,,245202,Buildings-Pre-Cut Prefab & Modlr-Mfrs,321992,Prefabricated Wood Building Manufacturing,45,"$4,530,000 ",,,
,Pacific Manufacturing Inc,,,1520 Corporate Center Dr # 100,San Diego,CA,92154,Ocean Crest,(619) 423-0316,Pacmfginc.Com,,,,359903,Machine Shops (Mfrs),332710,Machine Shops,24,"$2,784,000 ",,,
,Pacific Plastics Injection,,,11495 Sorrento Valley Rd,San Diego,CA,92121,Torrey Preserve,(858) 455-0371,Pacificplastic.Com,,,"Established in 1980 as Prototype Model & Mold, Pacific Plastics provides production molding and tool making with an emphasis on product development. The company is a single-source supplier providing design, molds and injection molding. It has been recognized as one of San Diego's most reliable suppliers for product development and manufacturers of small parts and devices. The company s primary markets are bio-medical and electronics. Its custom molds include Fadal 4020 3-axis computerized numerically controlled mills, Prototrak 3-axis CNC mills, Prototrack 2-axis CNC mills, conventional mills, lathes, sinker and wire electrical discharge machining, precision surface grinders, Deckel single lip cutter grinder and extensive tooling and inspection accessories. Pacific Plastics is headquartered in San Diego.",308901,Plastics-Mold-Manufacturers,326199,All Other Plastics Product Manufacturing,30,"$5,644,000 ",,,
,Pacific Plus,,,5925 Priestly Dr # 101,Carlsbad,CA,92008,,(760) 431-3590,Pacific-Plus.Com,,,"Pacific Plus is one of the leading companies, providing premedia services in the United States. Based in Carlsbad, Calif., the firm's premedia services include scanning, retouching, page assembly, proofing and advertising management. Additionally, it renders photography, printing, personalized direct marketing and PALMS image vault services, among others. The company operates in a 14,000-square-foot facility, which also houses a photo studio measuring 4,200 square feet. Pacific Plus primarily caters to clients in North County and San Diego.",275202,Printers (Mfrs),323111,Commercial Printing (Except Screen & Books),25,"$4,877,000 ",,,
,Pacific Refrigeration,,,1440 Broadway,El Cajon,CA,92021,,(619) 441-6960,Pacref.Com,,,"Operational for over 30 years, Pacific Refrigeration Inc. is an A/C (air conditioning) Service Company, located in El Cajon, Calif. The firm offers products/services, such as ice machines, fountain/beverage dispensers, filtration systems, master bilt coolers, foodservice/supermarket equipment, glass display doors, air conditioning/heating, coolers/freezers and condensing units. Its customer design and installation division specializes in commercial/industrial walk-in coolers, as well as freezers. The firm provides installation/service for industrial/institutional applications, including colleges, universities, schools, restaurants, bakeries, breweries, research/science and floral establishments.",507804,Refrigerating Equip-Commercial (Whls),425120,Wholesale Trade Agents & Brokers,45,"$102,973,000 ",,,
,Packmate Co,,,7520 Airway Rd # 1,San Diego,CA,92154,Otay Mesa,(707) 864-3882,Packmate.Net,,,,267402,Bags-Specialty (Mfrs),322220,Paper Bag & Coated & Treated Paper Manufacturing,40,"$7,562,000 ",,,
,Pacord Inc,,,240 W 30th St,National City,CA,91950,National City,(619) 336-2200,Pacord.Com,,,,373101,Ship Builders & Repairers (Mfrs),336611,Ship Building & Repairing,30,"$12,660,000 ",,,
,Palomar Display Products Inc,,,5803 Newton Dr # C,Carlsbad,CA,92008,,(760) 931-3200,Palomardisplays.Com,,,"Palomar Display Products is a company that develops and integrates displays and computer systems for applications used in harsh environments. It is a supplier of sunlight readable liquid crystal displays, specialized cathode ray tube displays and flat panel liquid crystal displays. Palomar was one of the first to pioneer sunlight readable display technology and implemented it into a variety of applications for military and commercial markets. Its products are utilized in mission critical military airborne, tracked and wheeled vehicles, automated teller machines and on platforms that demand high visual and operational performance. The Palomar family of military specialized displays are used on a variety of weapons systems, including the tracked and wheeled vehicles, such as the M1A1 and M1A2 tanks, LAV-25 armored vehicles and on airborne applications, such as the P3 aircraft, CH-53E and EH-101 helicopters, as well as various other ground vehicle and airborne applications. Palomar Display Products is headquartered in Carlsbad, Calif.",367901,Electronic Equipment & Supplies-Mfrs,334419,Other Electronic Component Manufacturing,45,"$7,557,000 ",,,
,Passion Growers West,,,1352 Decision St,Vista,CA,92081,,(760) 598-6380,Passiongrowers.Com,,,,519304,Florists-Wholesale,424930,"Flower, Nursery Stock/Florists Supls Mrchnt Whlsrs",30,"$18,097,000 ",,,
,PDI Coatings,,,13230 Evening Creek Dr S # 205,San Diego,CA,92128,Sabre Springs,(858) 679-0742,Pdicoatings.Com,,,,347904,Coatings-Protective-Manufacturers,332812,Metal Coating & Non-Precious Engraving,30,"$4,148,000 ",,,
,Phantom Research Lab,,,1957 Friendship Dr # D,El Cajon,CA,92020,,(619) 449-7754,Phantomresearch.Com,,,,385103,Optical Goods-Manufacturers,339115,Ophthalmic Goods Manufacturing,20,"$6,788,000 ",,,
,Pharmapex Inc,,,4660 LA Jolla Village Dr,San Diego,CA,92122,University City,(619) 501-6158,Pharmapexusa.Com,,,,283404,Drug Millers (Mfrs),325412,Pharmaceutical Preparation Manufacturing,43,"$71,733,000 ",,,
,Phoenix Footwear Group Inc,,,5937 Darwin Ct # 109,Carlsbad,CA,92008,,(760) 602-9688,Phoenixfootwear.Com,,,"Phoenix Footwear Group designs, develops and markets a diversified selection of men's and women's dress and casual footwear, belts, personal items, outdoor sportswear and travel apparel. The company's moderate and premium priced brands include Royal Robbins apparel; the Tommy Bahama, Trotters, SoftWalk, Strol, H.S. Trask and Altama footwear lines; and Chambers Belts. The company s brands comprise more than 100 different styles of footwear, 750 styles of personal accessories and 250 styles of apparel products. The company s products are sold primarily through department stores, specialty retailers and catalogs. Phoenix Footwear Group is a publicly traded company. Its shares are listed on the American Stock Exchange under the symbol PXG. The company is headquartered in Carlsbad, Calif.",566101,Shoes-Retail,448210,Shoe Stores,4,$0 ,,,
,Piedmont Plastics,,,9040 Activity Rd # C,San Diego,CA,92126,Miramar,(858) 549-5150,Piedmontplastics.Com,,,,308902,Plastics & Plastic Products (Mfrs),326199,All Other Plastics Product Manufacturing,20,"$3,763,000 ",,,
,Pizza Port,,,571 Carlsbad Village Dr,Carlsbad,CA,92008,,(760) 720-7007,Pizzaport.Com,,,"Established in 1987, Pizza Port is a brewing company that also specializes in a variety of pizzas. The company serves pizzas with a variety of toppings, such as Canadian-style bacon, pepperoni, sausage, salami, onions, olives, bell peppers and mushrooms. It offers bacon cheeseburger, garlic veggie, margherita and chicken pizzas. Pizza Port s beverage menu includes juices, coffee, lemonade and iced tea. In addition, the company organizes various fundraising events for school and nonprofit organizations. It provides gift cards of various denominations. Pizza Port operates a pro shop that stocks T-shirts, glassware and toys. The company maintains a location in Carlsbad, Calif.",581222,Pizza,722511,Full-Service Restaurants,30,"$1,684,000 ",,,
,Pizza Port,,,135 N Highway 101,Solana Beach,CA,92075,Solana Beach,(858) 481-7332,Pizzaport.Com,,,"Established in 1987, Pizza Port is a brewing company that also specializes in a variety of pizzas. The company serves pizzas with a variety of toppings, such as Canadian-style bacon, pepperoni, sausage, salami, onions, olives, bell peppers and mushrooms. It offers bacon cheeseburger, garlic veggie, margherita and chicken pizzas. Pizza Port s beverage menu includes juices, coffee, lemonade and iced tea. In addition, the company organizes various fundraising events for school and nonprofit organizations. It provides gift cards of various denominations. Pizza Port operates a pro shop that stocks T-shirts, glassware and toys. The company maintains a location in Solana Beach, Calif.",581208,Restaurants,722511,Full-Service Restaurants,26,"$1,459,000 ",,,
,Plangea,,,2444 Cades Way,Vista,CA,92081,,(760) 597-9811,Tugasunwear.Com,,,,569915,Swimwear & Accessories-Retail,448150,Clothing Accessories Stores,20,"$2,709,000 ",,,
,Pomerado Publishing,,,13475 Danielson St # 110,Poway,CA,92064,,(858) 748-2311,Pomeradonews.Com,,,,271101,Newspapers (Publishers/Mfrs),511110,Newspaper Publishers,29,"$3,601,000 ",,,
,Port Brewing,,,571 Carlsbad Village Dr,Carlsbad,CA,92008,,(760) 720-7012,Pizzaport.Com,,,,581208,Restaurants,722511,Full-Service Restaurants,30,"$1,684,000 ",,,
,Prima Pharm Inc,,,3443 Tripp Ct # A,San Diego,CA,92121,Torrey Preserve,(858) 259-0969,Primapharm.Net,,,,384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,37,"$15,025,000 ",,,
,Printsafe Inc,,,12125 Kear Pl,Poway,CA,92064,,(858) 748-8600,Wireandcablemarking.Com,,,"We don't make printers. We make printers work for you. PrintSafe has been providing complete Marking and Coding Solutions since 1988.Led by our president Tom Hittle, we use industry leading experience and expertise to custom create the best solution for your application. For over two decades, we have taken the most technologically advanced printers available on the market and helped our customers make them work for their applications. We fill the gap in manufacturer's industry-specific knowledge and create systems that get the job done right.PrintSafe is a Master Distributor of a complete range of industrial marking and coding systems: Ink Jet ( in all it's forms and resolutions ), Laser and Thermal printers, Print and Apply Labelers.We represent the best machines in the marketplace for each application type that we can find. We bring the highest quality, most reliable printers in the world in all product areas. We constantly test to make sure that we always keep abreast of the best technologies for our customer's needs.We specialize in the integration of the best printer, fluids and controls to create complete system solutions that work as you require, and keep working so you can sleep at night.We don't make them, we make them work for you, in ways that the manufacturers cannot. Manufacturers are not industry knowledgeable. We understand your product marking demands and substrates better than others.We represent both the best in new printing innovation and the most reliable in established technology.",384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,25,"$10,152,000 ",,,
,Pro Spot Intl Inc,,,5932 Sea Otter Pl,Carlsbad,CA,92010,,(760) 407-1414,Prospotindustrial.Com,,,"Headquartered in Oceanside, Calif., Pro Spot International manufactures resistance spot welding equipment and serves the collision repair industry. Founded in 1986, the company owns and manages an onsite machine shop, research and development department, and sheet metal and machining fabrication facility. It sells a variety of welding systems that includes ceiling mounted, multitask, aluminum and induction heater. The company also provides inverter spot welder and resistance spot welding systems. It offers online product ordering and customer support services. In addition, Pro Spot International provides a dent-pulling tool that incorporates a weld electrode fastening system. The company operates through a network of distributors and offers training services.",354801,Welding Equipment & Supplies-Mfrs,333992,Welding & Soldering Equipment Manufacturing,30,"$9,667,000 ",,,
,Pro Tool & Equipment,,,2060 Aldergrove Ave,Escondido,CA,92029,Vineyard,(760) 744-7077,Ptats.Com,,,,507213,Tools (Whls),423710,Hardware Merchant Wholesalers,20,"$22,942,000 ",,,
,Production Systems,,,12568 Kirkham Ct,Poway,CA,92064,,(858) 748-6700,Production-Systems.Com,,,,356907,Automation Systems & Equipment-Mfrs,333999,All Other Misc General Purpose Machinery Mfg,25,"$6,226,000 ",,,
,Proline Concrete Tools,,,2560 Jason Ct,Oceanside,CA,92056,Peacock,(760) 758-7240,Prolinestamps.Com,,,,503207,Concrete Constr Forms & Acces (Whls),423320,"Brick, Stone/Related Constr Material Mrchnt Whlsrs",25,"$26,236,000 ",,,
,Prosci Inc,,,12170 Flint Pl,Poway,CA,92064,,(858) 513-2638,Housekeepinggene.Com,,,,873104,Laboratories,541714,Research-Devmnt In Biotechnology (Except Nanobio),34,$0 ,,,
,Protech Designs,,,8451 Miralani Dr # J,San Diego,CA,92126,Miramar,(858) 348-1000,Protechdesigns.Com,,,,367901,Electronic Equipment & Supplies-Mfrs,334419,Other Electronic Component Manufacturing,25,"$4,199,000 ",,,
,Publisher's Creative Systems,,,119 E Grand Ave,Escondido,CA,92025,Central Escondido,(760) 738-4970,Pcspublink.Com,,,"Established in 1986, Publisher's Creative Systems is one of the leading companies, providing subscription fulfillment solutions to its clients in the United States. The main services offered by the firm include subscription fulfillment, lettershop, product fulfillment and list services. Other services, including live stamp affixing, magazine mailing, telephone processing and list rental processing are also offered. Pro-Act, web forms, Pub-link and WeBSIS (Web Based Subscriber Inquiry Service) are the different systems and tools that are employed by the company.",599402,Magazines-Dealers,451212,News Dealers & Newsstands,45,"$4,736,000 ",,,
,Publishers Development,,,12345 World Trade Dr,San Diego,CA,92128,Carmel Mountain,(858) 605-0200,Drivernightvision.Com,,,,272102,Publishers-Periodical (Mfrs),511120,Periodical Publishers,45,"$11,301,000 ",,,
,Pyro-Comm Systems,,,5115 Avenida Encinas # G,Carlsbad,CA,92008,,(760) 930-6014,Pyrocomm.Com,,,,366901,Fire Alarm Systems-Manufacturers,334290,Other Communications Equipment Manufacturing,40,"$7,812,000 ",,,
,Quake Global Inc,,,4933 Paramount Dr # 100,San Diego,CA,92123,Kearny Mesa,(858) 277-7290,Quakeglobal.Com,,,,553144,Vehicle Tracking Devices,441310,Automotive Parts & Accessories Stores,30,$0 ,,,
,Qualisys Diagnostics Inc,,,2042 Corte Del Nogal,Carlsbad,CA,92011,,(760) 918-9165,Qualigeninc.Com,,,,504704,Physicians & Surgeons Equip & Supls-Whls,423450,"Medical, Dental/Hospital Equip/Supls Mrchnt Whlsrs",30,"$39,156,000 ",,,
,Quik-Pak,,,10987 Via Frontera,San Diego,CA,92127,Rancho Bernardo,(858) 674-4676,Icproto.Com,,,"Founded in 1994, Quik-Pak specializes in microelectronic packaging and advanced assembly services. Products/services offered include open cavity plastic packages, wafer backgrinding or thinning, wafer dicing, die sort/inspection, die attach, gold ball wire bonding, encapsulation, flattening/remolding, marking/branding and custom assembly. It caters to the needs of a wide variety of semiconductor, electronics companies, as well as major military and aerospace institutions. Quik-Pak is an International Traffic in Arms Regulations (ITAR) registered company. It is a division of Delphon Industries, LLC that specializes in providing materials/services for the shipping, processing, printing and packaging of high value technology/medical components.",506349,Semiconductor-Mfrs' Equip/Supls (Whls),423610,Electrical Apparatus/Wiring Supls/Rel Equip Whlsrs,30,$0 ,,,
,Quilter's Paradise,,,1451 Montiel Rd # 140,Escondido,CA,92026,Country Club,(760) 738-9677,Quiltersparadiseesc.Com,,,,594913,Quilting Materials & Supplies,451130,"Sewing, Needlework & Piece Goods Stores",30,"$2,650,000 ",,,
,R B C,,,4139 Avenida DE LA Plata,Oceanside,CA,92056,Ivey Ranch - Rancho Del Oro,(760) 724-4448,Rbc.Com,,,,275202,Printers (Mfrs),323111,Commercial Printing (Except Screen & Books),45,"$8,778,000 ",,,
,R C P Block & Brick Inc,,,8755 N Magnolia Ave,Santee,CA,92071,,(619) 448-2240,Rcpblock.Com,,,"RCP Block & Brick was first known as Revolutionized Concrete Products and later as R. C. P. Company. In 1947 Marvin H. Finch started the business in San Diego County s South Bay. RCP Block & Brick serves contractors, homeowners, dealers, municipalities and government agencies throughout Southern California from six complete masonry centers located in Chula Vista, Lemon Grove, Santee, Encinitas, Escondido and Murrieta, Calif. RCP s two state of the art manufacturing facilities in San Diego County produce thousands of concrete masonry units in a variety of sizes, shapes, colors and textures. The RCP line of products includes not only basic concrete block, but architectural units, interlocking pavers, keystone modular retaining walls, tumbled pavers and tumbled landscape wall block, plus pumice flue liners, turf-block and several hard-scape items. Products such as clay brick, glass block, stone, porcelain tile and barbecues are available at RCP. The company provides delivery services to customer s homes or job sites.",325101,Brick-Clay Common & Face-Manufacturers,327120,Clay Building Material & Refractories Mfg,26,"$2,025,000 ",,,
,R J Machine,,,7985 Dunbrook Rd # E,San Diego,CA,92126,Miramar,(858) 547-9482,Rjmachine.Net,,,,359903,Machine Shops (Mfrs),332710,Machine Shops,20,"$2,320,000 ",,,
,R J S Industries,,,7950 Dunbrook Rd,San Diego,CA,92126,Miramar,(858) 621-5959,Partrehab.Com,,,,504704,Physicians & Surgeons Equip & Supls-Whls,423450,"Medical, Dental/Hospital Equip/Supls Mrchnt Whlsrs",30,"$39,156,000 ",,,
,R&F Products Inc,,,1825 Diamond St # 101,San Marcos,CA,92078,University Commons,(760) 916-9410,Lairdtech.Com,,,"R&F Products is a subsidiary of Laird Technologies, a leader in electromagnetic interference shielding. Laird Technologies and R&F Products work in conjunction to develop lines of microwave shielding materials for commercial applications. As an absorber manufacturer, R&F Products was formed to provide the microwave absorber user innovative engineering products. The company boasts access to some of the latest computer codes for deriving material properties and predicting radar absorbing material performance. It manufactures a complete range of microwave absorbers, including dipped and graded broadband foam absorbers, treated honeycomb core, Salisbury screens and compression molded magnetic elastomeric materials. With more than 25 years of experience in the design, development, manufacture and testing of radar absorbing materials, R&F Products maintains its headquarters in San Marcos, Calif.",384501,Shielding-Magnetic Electrostatic (Mfrs),334517,Irradiation Apparatus Manufacturing,0,$0 ,,,
,Rancho Santa Fe Review,,,565 Pearl St # 300,La Jolla,CA,92037,Village,(858) 459-4201,Lajollalight.Com,,,,271101,Newspapers (Publishers/Mfrs),511110,Newspaper Publishers,20,"$2,484,000 ",,,
,Rayne Water Conditioning,,,4635 Ruffner St,San Diego,CA,92111,Kearny Mesa,(858) 292-1011,Raynewater.Com,,,,358517,Water Coolers-Manufacturers,333415,Ac Refrigeration & Forced Air Heating,30,"$9,448,000 ",,,
,Rayo Wholesale Floorcovering,,,2346 Meyers Ave,Escondido,CA,92029,Vineyard,(760) 741-1700,Rayowholesale.Com,,,,358901,Floor Layers Equipment & Supplies (Mfrs),333318,Other Commercial & Service Industry Machinery Mfg,20,"$3,411,000 ",,,
,Rayotek Scientific Inc,,,11499 Sorrento Valley Rd,San Diego,CA,92121,Torrey Preserve,(858) 558-3671,Rayotek.Com,,,,321101,Glass-Manufacturers,327211,Flat Glass Manufacturing,23,"$4,052,000 ",,,
,Rayzist Photomask Inc,,,955 Park Center Dr,Vista,CA,92081,,(760) 727-8185,Rayzist.Com,,,"Building relationships and building businesses, for over 25 years and counting. Rayzist is the world's leading manufacturer of photoresist films and sandcarving equipment. Our position within the industry affords us the advantage of scale, but it is our approach to serving you, our customer, that sets us apart. At Rayzist, our success has always been fueled by relationships. No matter where you are in the process of establishing yourself in the sandcarving industry, we strive to be your trusted partner going forward. Yes, we do offer the industry's most complete product line, which includes everything from sandcarving systems to films and supplies to engravable blanks. But we also offer our guidance and support as you build your business and improve upon your sandcarving expertise. In short, we are genuinely committed to your success. Whether you pursue sandcarving as a business or hobby, you can rely on us to be there for you, every step of the way. Learn more here.",347920,Etched Products-Metal Glass & Etc-Mfrs,332812,Metal Coating & Non-Precious Engraving,45,"$6,222,000 ",,,
,Rcp Block & Brick,,,577 N Vulcan Ave,Encinitas,CA,92024,,(760) 753-1164,Rcpblock.Com,,,,329903,Glass-Block Structural & Etc (Mfrs),327999,All Other Misc Nonmetallic Mineral Product Mfg,20,"$8,337,000 ",,,
